transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241016-0000,2024-10-16 14:40:58,TOOL01,Hammer 16oz,6,400,550,CARD,SUPP_E,Tools,Peter,0
20241016-0001,2024-10-16 11:43:22,TIN012,Thin Nails Bundle,5,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Mary,5
20241016-0002,2024-10-16 09:27:28,PAI500,Premium Paint 5L,1,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Mary,10
20241016-0003,2024-10-16 16:34:04,BRU100,Hard Bristle Brush,6,180,250,CASH,SUPP_D,Decor,Lucy,5
20241016-0004,2024-10-16 15:08:47,GLV010,Construction Gloves,9,50,80,CASH,SUPP_B,Safety,Peter,5
20241016-0005,2024-10-16 12:14:03,PLY200,2x1 Timber (2m),9,300,350,CARD,SUPP_A,Timber,John,5
20241016-0006,2024-10-16 16:54:49,ELX12,Light Bulb 60W,9,80,120,CARD,SUPP_C,Electrical,John,0
20241016-0007,2024-10-16 17:17:01,BRU100,Hard Bristle Brush,3,180,250,CARD,SUPP_D,Decor,Lucy,0
20241016-0008,2024-10-16 14:23:51,PLY200,2x1 Timber (2m),8,300,350,CARD,SUPP_A,Timber,Lucy,0
20241016-0009,2024-10-16 08:01:35,GLV010,Construction Gloves,10,50,80,CARD,SUPP_B,Safety,Lucy,5
20241016-0010,2024-10-16 15:59:59,BRU100,Hard Bristle Brush,1,180,250,CARD,SUPP_D,Decor,John,0
20241016-0011,2024-10-16 16:37:14,PLY200,2x1 Timber (2m),10,300,350,CARD,SUPP_A,Timber,Lucy,0
20241016-0012,2024-10-16 12:52:40,PLY200,2x1 Timber (2m),8,300,350,MPESA,SUPP_A,Timber,Mary,0
20241016-0013,2024-10-16 12:44:02,TOOL01,Hammer 16oz,2,400,550,CARD,SUPP_E,Tools,Peter,0
20241016-0014,2024-10-16 10:09:45,ELX12,Light Bulb 60W,4,80,120,CASH,SUPP_C,Electrical,John,0
20241016-0015,2024-10-16 11:35:09,PLY200,2x1 Timber (2m),9,300,350,MPESA,SUPP_A,Timber,John,0
20241016-0016,2024-10-16 08:11:00,PAI500,Premium Paint 5L,1,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Mary,0
20241016-0017,2024-10-16 09:32:12,CEM001,20kg Cement Bag,2,450,500,CASH,SUPP_A,Building Materials,Peter,0
20241016-0018,2024-10-16 14:34:12,TIN012,Thin Nails Bundle,5,90,120,CARD,SUPP_B,Fasteners,John,0
20241016-0019,2024-10-16 14:45:56,PLY200,2x1 Timber (2m),7,300,350,BANK_TRANSFER,SUPP_A,Timber,John,0
20241016-0020,2024-10-16 11:42:19,BRU100,Hard Bristle Brush,10,180,250,CARD,SUPP_D,Decor,Lucy,10
20241016-0021,2024-10-16 09:13:32,TIN012,Thin Nails Bundle,8,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Mary,10
20241016-0022,2024-10-16 12:05:32,TOOL01,Hammer 16oz,1,400,550,MPESA,SUPP_E,Tools,Mary,0
20241016-0023,2024-10-16 15:03:06,PLY200,2x1 Timber (2m),4,300,350,CASH,SUPP_A,Timber,Mary,0
20241016-0024,2024-10-16 11:41:22,NLS123,1/2 inch Nail Box,1,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Mary,0
20241016-0025,2024-10-16 08:34:38,NLS123,1/2 inch Nail Box,4,120,150,CASH,SUPP_B,Fasteners,John,10
20241016-0026,2024-10-16 10:45:33,PLY200,2x1 Timber (2m),2,300,350,CASH,SUPP_A,Timber,Lucy,0
20241016-0027,2024-10-16 11:50:51,BRU100,Hard Bristle Brush,5,180,250,BANK_TRANSFER,SUPP_D,Decor,Peter,5
20241016-0028,2024-10-16 17:31:43,ELX12,Light Bulb 60W,5,80,120,MPESA,SUPP_C,Electrical,Mary,10
20241016-0029,2024-10-16 13:06:37,GLV010,Construction Gloves,6,50,80,CASH,SUPP_B,Safety,Mary,5
20241016-0030,2024-10-16 08:54:32,TOOL01,Hammer 16oz,1,400,550,CASH,SUPP_E,Tools,John,5
20241016-0031,2024-10-16 10:04:12,NLS123,1/2 inch Nail Box,4,120,150,CASH,SUPP_B,Fasteners,Mary,5
20241016-0032,2024-10-16 10:05:42,PAI500,Premium Paint 5L,1,1200,1500,MPESA,SUPP_D,Paints,Lucy,0
20241016-0033,2024-10-16 08:32:46,TOOL01,Hammer 16oz,2,400,550,CASH,SUPP_E,Tools,Peter,10
20241016-0034,2024-10-16 08:20:52,BRU100,Hard Bristle Brush,8,180,250,MPESA,SUPP_D,Decor,Lucy,10
20241016-0035,2024-10-16 12:46:35,TOOL01,Hammer 16oz,2,400,550,CASH,SUPP_E,Tools,Peter,0
20241016-0036,2024-10-16 12:05:33,NLS123,1/2 inch Nail Box,2,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Peter,5
20241016-0037,2024-10-16 13:14:19,BRU100,Hard Bristle Brush,2,180,250,BANK_TRANSFER,SUPP_D,Decor,John,10
20241016-0038,2024-10-16 08:58:15,TOOL01,Hammer 16oz,10,400,550,CARD,SUPP_E,Tools,John,0
20241016-0039,2024-10-16 17:36:13,TOOL01,Hammer 16oz,10,400,550,MPESA,SUPP_E,Tools,John,0
20241016-0040,2024-10-16 16:18:30,TIN012,Thin Nails Bundle,10,90,120,CARD,SUPP_B,Fasteners,Peter,5
20241016-0041,2024-10-16 08:51:12,ELX12,Light Bulb 60W,3,80,120,CARD,SUPP_C,Electrical,Lucy,0
20241016-0042,2024-10-16 14:11:12,TOOL01,Hammer 16oz,7,400,550,CASH,SUPP_E,Tools,Mary,5
20241016-0043,2024-10-16 15:38:21,BRU100,Hard Bristle Brush,2,180,250,CASH,SUPP_D,Decor,Lucy,10
20241016-0044,2024-10-16 11:07:36,BRU100,Hard Bristle Brush,3,180,250,CARD,SUPP_D,Decor,Peter,0
20241016-0045,2024-10-16 10:12:24,PAI500,Premium Paint 5L,7,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Mary,10
20241016-0046,2024-10-16 14:50:21,BRU100,Hard Bristle Brush,5,180,250,MPESA,SUPP_D,Decor,John,5
20241016-0047,2024-10-16 15:32:11,GLV010,Construction Gloves,8,50,80,CASH,SUPP_B,Safety,Lucy,10
20241016-0048,2024-10-16 16:00:19,TOOL01,Hammer 16oz,7,400,550,CASH,SUPP_E,Tools,Peter,10
20241016-0049,2024-10-16 09:08:39,GLV010,Construction Gloves,2,50,80,MPESA,SUPP_B,Safety,Peter,0
20241016-0050,2024-10-16 13:22:45,BRU100,Hard Bristle Brush,5,180,250,CARD,SUPP_D,Decor,John,0
20241016-0051,2024-10-16 13:26:26,NLS123,1/2 inch Nail Box,8,120,150,MPESA,SUPP_B,Fasteners,Mary,0
20241016-0052,2024-10-16 16:52:54,NLS123,1/2 inch Nail Box,5,120,150,BANK_TRANSFER,SUPP_B,Fasteners,John,0
20241016-0053,2024-10-16 17:34:41,GLV010,Construction Gloves,3,50,80,BANK_TRANSFER,SUPP_B,Safety,Peter,0
20241016-0054,2024-10-16 09:58:22,TOOL01,Hammer 16oz,3,400,550,CASH,SUPP_E,Tools,Peter,0
20241016-0055,2024-10-16 12:04:25,NLS123,1/2 inch Nail Box,3,120,150,BANK_TRANSFER,SUPP_B,Fasteners,John,0
20241016-0056,2024-10-16 14:27:17,PLM001,Plumbing PVC Pipe 1”,7,200,280,MPESA,SUPP_C,Plumbing,John,0
20241016-0057,2024-10-16 12:48:31,BRU100,Hard Bristle Brush,4,180,250,MPESA,SUPP_D,Decor,Peter,0
20241016-0058,2024-10-16 15:05:31,CEM001,20kg Cement Bag,10,450,500,CASH,SUPP_A,Building Materials,John,0
20241016-0059,2024-10-16 12:46:35,BRU100,Hard Bristle Brush,10,180,250,MPESA,SUPP_D,Decor,Peter,0
20241016-0060,2024-10-16 14:31:11,GLV010,Construction Gloves,3,50,80,MPESA,SUPP_B,Safety,Mary,0
20241016-0061,2024-10-16 08:24:59,PLM001,Plumbing PVC Pipe 1”,9,200,280,CARD,SUPP_C,Plumbing,Mary,0
