transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241022-0000,2024-10-22 08:28:42,ELX12,Light Bulb 60W,3,80,120,CARD,SUPP_C,Electrical,Lucy,5
20241022-0001,2024-10-22 15:14:44,GLV010,Construction Gloves,1,50,80,CARD,SUPP_B,Safety,Lucy,5
20241022-0002,2024-10-22 10:30:18,PAI500,Premium Paint 5L,5,1200,1500,MPESA,SUPP_D,Paints,Mary,5
20241022-0003,2024-10-22 08:15:21,GLV010,Construction Gloves,2,50,80,BANK_TRANSFER,SUPP_B,Safety,John,0
20241022-0004,2024-10-22 14:57:31,PLM001,Plumbing PVC Pipe 1”,4,200,280,CASH,SUPP_C,Plumbing,John,0
20241022-0005,2024-10-22 16:47:49,PLM001,Plumbing PVC Pipe 1”,6,200,280,BANK_TRANSFER,SUPP_C,Plumbing,Peter,0
20241022-0006,2024-10-22 12:21:04,PLM001,Plumbing PVC Pipe 1”,2,200,280,MPESA,SUPP_C,Plumbing,Lucy,0
20241022-0007,2024-10-22 13:10:38,CEM001,20kg Cement Bag,4,450,500,MPESA,SUPP_A,Building Materials,John,0
20241022-0008,2024-10-22 17:57:31,GLV010,Construction Gloves,7,50,80,BANK_TRANSFER,SUPP_B,Safety,Mary,10
20241022-0009,2024-10-22 16:55:54,TOOL01,Hammer 16oz,9,400,550,CASH,SUPP_E,Tools,John,0
20241022-0010,2024-10-22 16:04:31,TIN012,Thin Nails Bundle,2,90,120,CARD,SUPP_B,Fasteners,Peter,0
20241022-0011,2024-10-22 16:03:42,TOOL01,Hammer 16oz,6,400,550,MPESA,SUPP_E,Tools,Peter,0
20241022-0012,2024-10-22 15:22:05,ELX12,Light Bulb 60W,2,80,120,BANK_TRANSFER,SUPP_C,Electrical,Peter,0
20241022-0013,2024-10-22 08:46:38,GLV010,Construction Gloves,3,50,80,CASH,SUPP_B,Safety,Lucy,10
20241022-0014,2024-10-22 14:14:24,ELX12,Light Bulb 60W,3,80,120,CASH,SUPP_C,Electrical,John,10
20241022-0015,2024-10-22 10:42:51,BRU100,Hard Bristle Brush,-9,180,250,BANK_TRANSFER,SUPP_D,Decor,Lucy,0
20241022-0016,2024-10-22 14:39:56,PLM001,Plumbing PVC Pipe 1”,7,200,280,BANK_TRANSFER,SUPP_C,Plumbing,Peter,0
20241022-0017,2024-10-22 14:09:17,CEM001,20kg Cement Bag,5,450,500,BANK_TRANSFER,SUPP_A,Building Materials,Mary,0
20241022-0018,2024-10-22 17:38:16,PAI500,Premium Paint 5L,2,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Peter,10
20241022-0019,2024-10-22 16:08:07,PLY200,2x1 Timber (2m),4,300,350,MPESA,SUPP_A,Timber,Mary,0
20241022-0020,2024-10-22 15:45:49,TOOL01,Hammer 16oz,8,400,550,BANK_TRANSFER,SUPP_E,Tools,John,10
20241022-0021,2024-10-22 11:13:52,ELX12,Light Bulb 60W,6,80,120,BANK_TRANSFER,SUPP_C,Electrical,John,0
20241022-0022,2024-10-22 16:59:52,TIN012,Thin Nails Bundle,2,90,120,BANK_TRANSFER,SUPP_B,Fasteners,John,0
