transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241030-0000,2024-10-30 15:11:08,TOOL01,Hammer 16oz,8,400,550,BANK_TRANSFER,SUPP_E,Tools,John,5
20241030-0001,2024-10-30 16:20:21,PLM001,Plumbing PVC Pipe 1”,6,200,280,MPESA,SUPP_C,Plumbing,Peter,0
20241030-0002,2024-10-30 17:05:44,TIN012,Thin Nails Bundle,2,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Peter,0
20241030-0003,2024-10-30 14:39:26,GLV010,Construction Gloves,4,50,80,CASH,SUPP_B,Safety,Peter,0
20241030-0004,2024-10-30 12:06:03,PLM001,Plumbing PVC Pipe 1”,3,200,280,MPESA,SUPP_C,Plumbing,Peter,0
20241030-0005,2024-10-30 16:08:13,CEM001,20kg Cement Bag,8,450,500,BANK_TRANSFER,SUPP_A,Building Materials,Peter,0
20241030-0006,2024-10-30 12:35:51,ELX12,Light Bulb 60W,7,80,120,BANK_TRANSFER,SUPP_C,Electrical,John,0
20241030-0007,2024-10-30 08:31:52,PLM001,Plumbing PVC Pipe 1”,10,200,280,MPESA,SUPP_C,Plumbing,Lucy,0
20241030-0008,2024-10-30 10:16:16,CEM001,20kg Cement Bag,2,450,500,CARD,SUPP_A,Building Materials,Peter,5
20241030-0009,2024-10-30 10:16:41,PAI500,Premium Paint 5L,1,1200,1500,CASH,SUPP_D,Paints,Mary,0
20241030-0010,2024-10-30 16:05:35,PAI500,Premium Paint 5L,2,1200,1500,CASH,SUPP_D,Paints,John,0
20241030-0011,2024-10-30 16:06:41,TOOL01,Hammer 16oz,8,400,550,MPESA,SUPP_E,Tools,Lucy,10
20241030-0012,2024-10-30 17:27:18,BRU100,Hard Bristle Brush,5,180,250,CASH,SUPP_D,Decor,Lucy,0
20241030-0013,2024-10-30 17:49:28,PLY200,2x1 Timber (2m),7,300,350,MPESA,SUPP_A,Timber,Mary,5
20241030-0014,2024-10-30 14:51:48,ELX12,Light Bulb 60W,10,80,120,CASH,SUPP_C,Electrical,Mary,10
20241030-0015,2024-10-30 13:38:35,CEM001,20kg Cement Bag,1,450,500,CASH,SUPP_A,Building Materials,Mary,10
20241030-0016,2024-10-30 11:46:15,TOOL01,Hammer 16oz,5,400,550,BANK_TRANSFER,SUPP_E,Tools,John,0
20241030-0017,2024-10-30 12:34:02,TOOL01,Hammer 16oz,5,400,550,MPESA,SUPP_E,Tools,Peter,5
20241030-0018,2024-10-30 16:26:30,TOOL01,Hammer 16oz,3,400,550,BANK_TRANSFER,SUPP_E,Tools,John,0
20241030-0019,2024-10-30 12:03:38,GLV010,Construction Gloves,3,50,80,BANK_TRANSFER,SUPP_B,Safety,Lucy,0
20241030-0020,2024-10-30 14:54:34,CEM001,20kg Cement Bag,3,450,500,CARD,SUPP_A,Building Materials,Mary,0
20241030-0021,2024-10-30 11:58:06,GLV010,Construction Gloves,9,50,80,CASH,SUPP_B,Safety,Mary,0
20241030-0022,2024-10-30 14:39:02,TIN012,Thin Nails Bundle,4,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Lucy,0
20241030-0023,2024-10-30 08:42:28,CEM001,20kg Cement Bag,3,450,500,CASH,SUPP_A,Building Materials,Lucy,5
20241030-0024,2024-10-30 13:09:15,PLM001,Plumbing PVC Pipe 1”,8,200,280,MPESA,SUPP_C,Plumbing,Mary,0
20241030-0025,2024-10-30 16:08:19,BRU100,Hard Bristle Brush,6,180,250,CARD,SUPP_D,Decor,Peter,5
20241030-0026,2024-10-30 08:50:52,NLS123,1/2 inch Nail Box,5,120,150,MPESA,SUPP_B,Fasteners,Lucy,0
20241030-0027,2024-10-30 16:53:53,ELX12,Light Bulb 60W,5,80,120,CASH,SUPP_C,Electrical,John,5
20241030-0028,2024-10-30 10:12:17,TOOL01,Hammer 16oz,10,400,550,CASH,SUPP_E,Tools,John,0
20241030-0029,2024-10-30 09:37:23,PLM001,Plumbing PVC Pipe 1”,4,200,280,MPESA,SUPP_C,Plumbing,Lucy,5
20241030-0030,2024-10-30 17:21:11,TIN012,Thin Nails Bundle,10,90,120,CASH,SUPP_B,Fasteners,Mary,0
20241030-0031,2024-10-30 16:25:28,TIN012,Thin Nails Bundle,3,90,120,CASH,SUPP_B,Fasteners,John,0
20241030-0032,2024-10-30 11:53:36,PLY200,2x1 Timber (2m),5,300,350,MPESA,SUPP_A,Timber,Peter,10
20241030-0033,2024-10-30 14:26:24,BRU100,Hard Bristle Brush,5,180,250,CASH,SUPP_D,Decor,John,5
20241030-0034,2024-10-30 09:19:01,ELX12,Light Bulb 60W,10,80,120,BANK_TRANSFER,SUPP_C,Electrical,John,0
20241030-0035,2024-10-30 14:40:30,TOOL01,Hammer 16oz,2,400,550,BANK_TRANSFER,SUPP_E,Tools,Lucy,5
20241030-0036,2024-10-30 13:16:36,BRU100,Hard Bristle Brush,7,180,250,CARD,SUPP_D,Decor,Mary,10
20241030-0037,2024-10-30 10:41:48,PAI500,Premium Paint 5L,4,1200,1500,CARD,SUPP_D,Paints,Peter,0
20241030-0038,2024-10-30 12:53:24,BRU100,Hard Bristle Brush,8,180,250,MPESA,SUPP_D,Decor,Mary,0
20241030-0039,2024-10-30 10:55:31,PLM001,Plumbing PVC Pipe 1”,2,200,280,MPESA,SUPP_C,Plumbing,Peter,5
20241030-0040,2024-10-30 16:39:43,PLY200,2x1 Timber (2m),3,300,350,CASH,SUPP_A,Timber,Mary,10
20241030-0041,2024-10-30 16:57:14,TOOL01,Hammer 16oz,8,400,550,CARD,SUPP_E,Tools,Mary,0
20241030-0042,2024-10-30 12:16:59,GLV010,Construction Gloves,7,50,80,BANK_TRANSFER,SUPP_B,Safety,Mary,0
20241030-0043,2024-10-30 08:48:55,ELX12,Light Bulb 60W,7,80,120,CARD,SUPP_C,Electrical,John,10
20241030-0044,2024-10-30 11:24:17,CEM001,20kg Cement Bag,-9,450,500,MPESA,SUPP_A,Building Materials,Mary,0
20241030-0045,2024-10-30 17:09:39,GLV010,Construction Gloves,3,50,80,BANK_TRANSFER,SUPP_B,Safety,John,0
20241030-0046,2024-10-30 17:00:23,BRU100,Hard Bristle Brush,9,180,250,CASH,SUPP_D,Decor,Lucy,0
20241030-0047,2024-10-30 11:44:43,NLS123,1/2 inch Nail Box,8,120,150,MPESA,SUPP_B,Fasteners,Mary,5
20241030-0048,2024-10-30 08:39:18,PLM001,Plumbing PVC Pipe 1”,9,200,280,CASH,SUPP_C,Plumbing,Mary,0
20241030-0049,2024-10-30 13:05:44,PLM001,Plumbing PVC Pipe 1”,4,200,280,MPESA,SUPP_C,Plumbing,John,0
20241030-0050,2024-10-30 17:22:06,PLM001,Plumbing PVC Pipe 1”,6,200,280,BANK_TRANSFER,SUPP_C,Plumbing,Peter,0
20241030-0051,2024-10-30 09:36:34,ELX12,Light Bulb 60W,10,80,120,CARD,SUPP_C,Electrical,Mary,0
20241030-0052,2024-10-30 12:40:21,GLV010,Construction Gloves,10,50,80,CARD,SUPP_B,Safety,John,0
20241030-0053,2024-10-30 16:01:36,PAI500,Premium Paint 5L,1,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Peter,0
20241030-0054,2024-10-30 13:35:59,ELX12,Light Bulb 60W,1,80,120,MPESA,SUPP_C,Electrical,Mary,0
20241030-0055,2024-10-30 14:14:47,PAI500,Premium Paint 5L,6,1200,1500,CASH,SUPP_D,Paints,Lucy,5
20241030-0056,2024-10-30 09:40:17,TOOL01,Hammer 16oz,10,400,550,CARD,SUPP_E,Tools,John,0
20241030-0057,2024-10-30 12:57:36,GLV010,Construction Gloves,8,50,80,BANK_TRANSFER,SUPP_B,Safety,Peter,0
20241030-0058,2024-10-30 11:29:48,ELX12,Light Bulb 60W,4,80,120,BANK_TRANSFER,SUPP_C,Electrical,Mary,5
20241030-0059,2024-10-30 10:17:51,PLY200,2x1 Timber (2m),10,300,350,BANK_TRANSFER,SUPP_A,Timber,John,5
20241030-0060,2024-10-30 16:10:35,ELX12,Light Bulb 60W,2,80,120,BANK_TRANSFER,SUPP_C,Electrical,Peter,0
20241030-0061,2024-10-30 13:14:33,TOOL01,Hammer 16oz,8,400,550,CARD,SUPP_E,Tools,Peter,0
20241030-0062,2024-10-30 13:05:52,PLY200,2x1 Timber (2m),-7,300,350,BANK_TRANSFER,SUPP_A,Timber,Peter,0
20241030-0063,2024-10-30 14:08:27,PLM001,Plumbing PVC Pipe 1”,7,200,280,CARD,SUPP_C,Plumbing,John,10
20241030-0064,2024-10-30 12:23:57,GLV010,Construction Gloves,9,50,80,CASH,SUPP_B,Safety,Peter,5
20241030-0065,2024-10-30 17:39:37,BRU100,Hard Bristle Brush,8,180,250,CASH,SUPP_D,Decor,Lucy,0
20241030-0066,2024-10-30 15:20:27,TOOL01,Hammer 16oz,10,400,550,CASH,SUPP_E,Tools,Lucy,0
20241030-0067,2024-10-30 09:36:04,TOOL01,Hammer 16oz,8,400,550,CARD,SUPP_E,Tools,Mary,0
20241030-0068,2024-10-30 09:51:08,BRU100,Hard Bristle Brush,4,180,250,MPESA,SUPP_D,Decor,John,0
20241030-0069,2024-10-30 08:21:13,TOOL01,Hammer 16oz,9,400,550,BANK_TRANSFER,SUPP_E,Tools,Peter,0
20241030-0070,2024-10-30 08:22:36,TIN012,Thin Nails Bundle,2,90,120,CASH,SUPP_B,Fasteners,Peter,0
20241030-0071,2024-10-30 15:55:14,GLV010,Construction Gloves,4,50,80,MPESA,SUPP_B,Safety,Lucy,0
20241030-0072,2024-10-30 15:20:05,PLY200,2x1 Timber (2m),4,300,350,CARD,SUPP_A,Timber,Mary,10
20241030-0073,2024-10-30 14:04:18,PAI500,Premium Paint 5L,5,1200,1500,CASH,SUPP_D,Paints,Peter,0
20241030-0074,2024-10-30 17:21:28,GLV010,Construction Gloves,7,50,80,CARD,SUPP_B,Safety,Peter,0
20241030-0075,2024-10-30 13:30:25,TOOL01,Hammer 16oz,6,400,550,BANK_TRANSFER,SUPP_E,Tools,Peter,0
20241030-0076,2024-10-30 12:28:39,CEM001,20kg Cement Bag,2,450,500,MPESA,SUPP_A,Building Materials,Peter,0
20241030-0077,2024-10-30 13:28:22,NLS123,1/2 inch Nail Box,2,120,150,CASH,SUPP_B,Fasteners,Mary,10
20241030-0078,2024-10-30 17:29:26,GLV010,Construction Gloves,4,50,80,CARD,SUPP_B,Safety,John,0
20241030-0079,2024-10-30 17:23:57,NLS123,1/2 inch Nail Box,6,120,150,CASH,SUPP_B,Fasteners,Peter,10
20241030-0080,2024-10-30 09:27:13,PAI500,Premium Paint 5L,6,1200,1500,CASH,SUPP_D,Paints,Lucy,0
20241030-0081,2024-10-30 10:41:30,TOOL01,Hammer 16oz,6,400,550,CARD,SUPP_E,Tools,Peter,0
20241030-0082,2024-10-30 14:02:39,PLM001,Plumbing PVC Pipe 1”,5,200,280,CASH,SUPP_C,Plumbing,John,0
20241030-0083,2024-10-30 10:40:33,NLS123,1/2 inch Nail Box,8,120,150,MPESA,SUPP_B,Fasteners,Lucy,5
