transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241006-0000,2024-10-06 15:33:10,CEM001,20kg Cement Bag,4,450,500,MPESA,SUPP_A,Building Materials,Peter,0
20241006-0001,2024-10-06 11:25:09,TOOL01,Hammer 16oz,1,400,550,CASH,SUPP_E,Tools,John,0
20241006-0002,2024-10-06 13:26:40,ELX12,Light Bulb 60W,4,80,120,CARD,SUPP_C,Electrical,John,0
20241006-0003,2024-10-06 17:30:55,NLS123,1/2 inch Nail Box,4,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Lucy,0
20241006-0004,2024-10-06 11:55:05,GLV010,Construction Gloves,8,50,80,CASH,SUPP_B,Safety,Peter,10
20241006-0005,2024-10-06 09:52:28,NLS123,1/2 inch Nail Box,9,120,150,MPESA,SUPP_B,Fasteners,Mary,0
20241006-0006,2024-10-06 10:01:47,PLY200,2x1 Timber (2m),4,300,350,MPESA,SUPP_A,Timber,Peter,0
20241006-0007,2024-10-06 16:08:31,BRU100,Hard Bristle Brush,4,180,250,CARD,SUPP_D,Decor,Peter,0
20241006-0008,2024-10-06 15:35:56,TIN012,Thin Nails Bundle,1,90,120,CARD,SUPP_B,Fasteners,Peter,0
20241006-0009,2024-10-06 12:42:54,BRU100,Hard Bristle Brush,1,180,250,MPESA,SUPP_D,Decor,Lucy,0
20241006-0010,2024-10-06 15:13:23,BRU100,Hard Bristle Brush,5,180,250,MPESA,SUPP_D,Decor,Peter,0
20241006-0011,2024-10-06 12:29:35,TOOL01,Hammer 16oz,2,400,550,BANK_TRANSFER,SUPP_E,Tools,Mary,0
20241006-0012,2024-10-06 13:50:59,BRU100,Hard Bristle Brush,8,180,250,CARD,SUPP_D,Decor,Peter,10
20241006-0013,2024-10-06 17:32:11,PAI500,Premium Paint 5L,1,1200,1500,CARD,SUPP_D,Paints,Mary,0
20241006-0014,2024-10-06 16:27:36,PLM001,Plumbing PVC Pipe 1”,5,200,280,CASH,SUPP_C,Plumbing,Peter,10
20241006-0015,2024-10-06 17:20:27,PAI500,Premium Paint 5L,4,1200,1500,CASH,SUPP_D,Paints,John,5
20241006-0016,2024-10-06 11:11:30,NLS123,1/2 inch Nail Box,5,120,150,CASH,SUPP_B,Fasteners,Mary,5
20241006-0017,2024-10-06 11:02:05,ELX12,Light Bulb 60W,8,80,120,BANK_TRANSFER,SUPP_C,Electrical,Peter,0
20241006-0018,2024-10-06 16:11:38,NLS123,1/2 inch Nail Box,2,120,150,MPESA,SUPP_B,Fasteners,Mary,0
20241006-0019,2024-10-06 15:24:24,PLY200,2x1 Timber (2m),1,300,350,MPESA,SUPP_A,Timber,Mary,0
20241006-0020,2024-10-06 13:31:04,PLM001,Plumbing PVC Pipe 1”,10,200,280,BANK_TRANSFER,SUPP_C,Plumbing,Peter,0
20241006-0021,2024-10-06 16:49:03,PAI500,Premium Paint 5L,1,1200,1500,CASH,SUPP_D,Paints,Peter,10
20241006-0022,2024-10-06 17:52:06,TIN012,Thin Nails Bundle,6,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Peter,0
20241006-0023,2024-10-06 14:24:50,PLY200,2x1 Timber (2m),2,300,350,MPESA,SUPP_A,Timber,John,0
20241006-0024,2024-10-06 16:55:11,TIN012,Thin Nails Bundle,9,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Mary,10
20241006-0025,2024-10-06 09:02:42,GLV010,Construction Gloves,9,50,80,CARD,SUPP_B,Safety,Peter,0
20241006-0026,2024-10-06 13:45:11,CEM001,20kg Cement Bag,3,450,500,CARD,SUPP_A,Building Materials,Lucy,0
20241006-0027,2024-10-06 13:27:31,CEM001,20kg Cement Bag,8,450,500,CARD,SUPP_A,Building Materials,John,0
20241006-0028,2024-10-06 12:59:08,PAI500,Premium Paint 5L,7,1200,1500,MPESA,SUPP_D,Paints,Peter,0
20241006-0029,2024-10-06 15:01:01,TOOL01,Hammer 16oz,7,400,550,BANK_TRANSFER,SUPP_E,Tools,Lucy,0
20241006-0030,2024-10-06 09:17:37,BRU100,Hard Bristle Brush,6,180,250,BANK_TRANSFER,SUPP_D,Decor,John,0
20241006-0031,2024-10-06 09:19:14,PLM001,Plumbing PVC Pipe 1”,10,200,280,MPESA,SUPP_C,Plumbing,Lucy,0
20241006-0032,2024-10-06 15:29:28,NLS123,1/2 inch Nail Box,3,120,150,CARD,SUPP_B,Fasteners,Lucy,0
20241006-0033,2024-10-06 14:31:34,TIN012,Thin Nails Bundle,7,90,120,BANK_TRANSFER,SUPP_B,Fasteners,John,0
20241006-0034,2024-10-06 17:21:03,ELX12,Light Bulb 60W,10,80,120,MPESA,SUPP_C,Electrical,Mary,0
20241006-0035,2024-10-06 16:25:10,CEM001,20kg Cement Bag,5,450,500,MPESA,SUPP_A,Building Materials,Peter,0
20241006-0036,2024-10-06 09:18:15,CEM001,20kg Cement Bag,3,450,500,MPESA,SUPP_A,Building Materials,Mary,0
20241006-0037,2024-10-06 12:59:07,ELX12,Light Bulb 60W,2,80,120,CASH,SUPP_C,Electrical,John,10
20241006-0038,2024-10-06 09:38:49,CEM001,20kg Cement Bag,5,450,500,CASH,SUPP_A,Building Materials,John,0
20241006-0039,2024-10-06 14:05:58,PLM001,Plumbing PVC Pipe 1”,5,200,280,MPESA,SUPP_C,Plumbing,Mary,0
20241006-0040,2024-10-06 16:47:10,GLV010,Construction Gloves,2,50,80,MPESA,SUPP_B,Safety,Peter,0
20241006-0041,2024-10-06 17:06:28,TIN012,Thin Nails Bundle,3,90,120,CARD,SUPP_B,Fasteners,John,0
20241006-0042,2024-10-06 13:24:31,NLS123,1/2 inch Nail Box,2,120,150,MPESA,SUPP_B,Fasteners,Mary,5
20241006-0043,2024-10-06 11:11:57,GLV010,Construction Gloves,3,50,80,CARD,SUPP_B,Safety,Lucy,0
20241006-0044,2024-10-06 14:56:06,PLM001,Plumbing PVC Pipe 1”,1,200,280,BANK_TRANSFER,SUPP_C,Plumbing,John,0
20241006-0045,2024-10-06 11:59:31,GLV010,Construction Gloves,10,50,80,BANK_TRANSFER,SUPP_B,Safety,Lucy,0
20241006-0046,2024-10-06 14:19:30,CEM001,20kg Cement Bag,8,450,500,CARD,SUPP_A,Building Materials,Mary,5
20241006-0047,2024-10-06 11:00:16,ELX12,Light Bulb 60W,2,80,120,MPESA,SUPP_C,Electrical,Lucy,0
20241006-0048,2024-10-06 10:56:14,BRU100,Hard Bristle Brush,4,180,250,CARD,SUPP_D,Decor,Mary,5
20241006-0049,2024-10-06 09:13:49,TIN012,Thin Nails Bundle,5,90,120,CARD,SUPP_B,Fasteners,Lucy,0
20241006-0050,2024-10-06 13:06:20,PLY200,2x1 Timber (2m),8,300,350,CASH,SUPP_A,Timber,Peter,0
20241006-0051,2024-10-06 08:49:57,NLS123,1/2 inch Nail Box,7,120,150,CASH,SUPP_B,Fasteners,Peter,0
20241006-0052,2024-10-06 13:54:37,GLV010,Construction Gloves,1,50,80,BANK_TRANSFER,SUPP_B,Safety,Lucy,10
20241006-0053,2024-10-06 12:09:17,CEM001,20kg Cement Bag,5,450,500,MPESA,SUPP_A,Building Materials,Peter,10
20241006-0054,2024-10-06 11:39:51,BRU100,Hard Bristle Brush,5,180,250,CARD,SUPP_D,Decor,John,10
20241006-0055,2024-10-06 10:02:53,CEM001,20kg Cement Bag,2,450,500,MPESA,SUPP_A,Building Materials,Mary,10
