transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241014-0000,2024-10-14 14:25:31,CEM001,20kg Cement Bag,4,450,500,BANK_TRANSFER,SUPP_A,Building Materials,Lucy,0
20241014-0001,2024-10-14 08:20:29,PAI500,Premium Paint 5L,9,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Mary,0
20241014-0002,2024-10-14 09:15:44,BRU100,Hard Bristle Brush,8,180,250,BANK_TRANSFER,SUPP_D,Decor,John,0
20241014-0003,2024-10-14 11:46:55,PAI500,Premium Paint 5L,2,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Lucy,0
20241014-0004,2024-10-14 14:05:02,PLY200,2x1 Timber (2m),5,300,350,MPESA,SUPP_A,Timber,Peter,5
20241014-0005,2024-10-14 11:33:02,ELX12,Light Bulb 60W,6,80,120,BANK_TRANSFER,SUPP_C,Electrical,Mary,10
20241014-0006,2024-10-14 17:34:21,CEM001,20kg Cement Bag,4,450,500,BANK_TRANSFER,SUPP_A,Building Materials,Lucy,10
20241014-0007,2024-10-14 08:51:54,CEM001,20kg Cement Bag,5,450,500,CARD,SUPP_A,Building Materials,Mary,0
20241014-0008,2024-10-14 09:13:05,GLV010,Construction Gloves,3,50,80,CASH,SUPP_B,Safety,Lucy,0
20241014-0009,2024-10-14 11:59:34,TIN012,Thin Nails Bundle,1,90,120,CASH,SUPP_B,Fasteners,John,10
20241014-0010,2024-10-14 11:29:27,PAI500,Premium Paint 5L,7,1200,1500,CASH,SUPP_D,Paints,John,10
20241014-0011,2024-10-14 09:15:21,GLV010,Construction Gloves,9,50,80,CARD,SUPP_B,Safety,John,10
20241014-0012,2024-10-14 11:18:26,PAI500,Premium Paint 5L,2,1200,1500,CASH,SUPP_D,Paints,Peter,10
20241014-0013,2024-10-14 15:32:31,GLV010,Construction Gloves,8,50,80,CARD,SUPP_B,Safety,John,10
20241014-0014,2024-10-14 13:06:31,GLV010,Construction Gloves,7,50,80,CASH,SUPP_B,Safety,Mary,5
20241014-0015,2024-10-14 17:57:13,ELX12,Light Bulb 60W,1,80,120,BANK_TRANSFER,SUPP_C,Electrical,Lucy,0
