transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241013-0000,2024-10-13 09:24:41,PAI500,Premium Paint 5L,6,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Peter,5
20241013-0001,2024-10-13 15:15:29,GLV010,Construction Gloves,2,50,80,BANK_TRANSFER,SUPP_B,Safety,John,5
20241013-0002,2024-10-13 17:35:18,NLS123,1/2 inch Nail Box,10,120,150,CASH,SUPP_B,Fasteners,John,5
20241013-0003,2024-10-13 16:21:47,PLM001,Plumbing PVC Pipe 1”,-7,200,280,CASH,SUPP_C,Plumbing,John,0
20241013-0004,2024-10-13 17:38:51,PLY200,2x1 Timber (2m),1,300,350,BANK_TRANSFER,SUPP_A,Timber,Mary,10
20241013-0005,2024-10-13 08:33:29,GLV010,Construction Gloves,3,50,80,CARD,SUPP_B,Safety,Mary,0
20241013-0006,2024-10-13 09:59:03,PAI500,Premium Paint 5L,6,1200,1500,CARD,SUPP_D,Paints,Peter,0
20241013-0007,2024-10-13 10:54:14,PLM001,Plumbing PVC Pipe 1”,1,200,280,CASH,SUPP_C,Plumbing,Peter,0
20241013-0008,2024-10-13 11:50:28,PLM001,Plumbing PVC Pipe 1”,7,200,280,CASH,SUPP_C,Plumbing,Lucy,0
20241013-0009,2024-10-13 10:31:26,PLM001,Plumbing PVC Pipe 1”,3,200,280,CASH,SUPP_C,Plumbing,Lucy,0
20241013-0010,2024-10-13 11:23:00,TOOL01,Hammer 16oz,2,400,550,MPESA,SUPP_E,Tools,Mary,0
20241013-0011,2024-10-13 08:58:53,BRU100,Hard Bristle Brush,2,180,250,MPESA,SUPP_D,Decor,Mary,10
20241013-0012,2024-10-13 11:55:47,TOOL01,Hammer 16oz,3,400,550,CASH,SUPP_E,Tools,Peter,5
20241013-0013,2024-10-13 12:43:36,CEM001,20kg Cement Bag,9,450,500,CARD,SUPP_A,Building Materials,John,0
20241013-0014,2024-10-13 10:02:14,TIN012,Thin Nails Bundle,3,90,120,CARD,SUPP_B,Fasteners,Lucy,0
20241013-0015,2024-10-13 15:19:11,GLV010,Construction Gloves,6,50,80,CARD,SUPP_B,Safety,Lucy,0
20241013-0016,2024-10-13 11:10:18,PLY200,2x1 Timber (2m),2,300,350,BANK_TRANSFER,SUPP_A,Timber,John,0
20241013-0017,2024-10-13 11:53:48,CEM001,20kg Cement Bag,2,450,500,BANK_TRANSFER,SUPP_A,Building Materials,Mary,0
20241013-0018,2024-10-13 16:20:32,NLS123,1/2 inch Nail Box,3,120,150,CASH,SUPP_B,Fasteners,Mary,0
20241013-0019,2024-10-13 10:02:53,PLM001,Plumbing PVC Pipe 1”,4,200,280,CASH,SUPP_C,Plumbing,Mary,5
20241013-0020,2024-10-13 17:30:00,GLV010,Construction Gloves,2,50,80,MPESA,SUPP_B,Safety,John,0
20241013-0021,2024-10-13 13:40:08,NLS123,1/2 inch Nail Box,2,120,150,CARD,SUPP_B,Fasteners,John,10
20241013-0022,2024-10-13 16:31:07,PLM001,Plumbing PVC Pipe 1”,2,200,280,BANK_TRANSFER,SUPP_C,Plumbing,Lucy,5
20241013-0023,2024-10-13 12:24:55,PLY200,2x1 Timber (2m),5,300,350,BANK_TRANSFER,SUPP_A,Timber,Mary,0
20241013-0024,2024-10-13 08:14:52,PLM001,Plumbing PVC Pipe 1”,9,200,280,MPESA,SUPP_C,Plumbing,Peter,0
20241013-0025,2024-10-13 12:16:54,CEM001,20kg Cement Bag,8,450,500,MPESA,SUPP_A,Building Materials,Peter,5
20241013-0026,2024-10-13 13:38:01,NLS123,1/2 inch Nail Box,8,120,150,CASH,SUPP_B,Fasteners,Mary,0
20241013-0027,2024-10-13 09:27:35,PLM001,Plumbing PVC Pipe 1”,7,200,280,MPESA,SUPP_C,Plumbing,John,0
20241013-0028,2024-10-13 08:34:13,TOOL01,Hammer 16oz,6,400,550,CARD,SUPP_E,Tools,Peter,10
20241013-0029,2024-10-13 16:38:07,CEM001,20kg Cement Bag,10,450,500,CASH,SUPP_A,Building Materials,Peter,5
20241013-0030,2024-10-13 16:49:30,PLY200,2x1 Timber (2m),7,300,350,BANK_TRANSFER,SUPP_A,Timber,John,0
20241013-0031,2024-10-13 14:41:10,PLY200,2x1 Timber (2m),3,300,350,CASH,SUPP_A,Timber,John,0
20241013-0032,2024-10-13 12:33:31,CEM001,20kg Cement Bag,8,450,500,CASH,SUPP_A,Building Materials,Mary,10
20241013-0033,2024-10-13 13:03:10,PLM001,Plumbing PVC Pipe 1”,-4,200,280,MPESA,SUPP_C,Plumbing,Peter,10
20241013-0034,2024-10-13 14:36:49,TIN012,Thin Nails Bundle,2,90,120,CASH,SUPP_B,Fasteners,John,0
20241013-0035,2024-10-13 14:56:09,ELX12,Light Bulb 60W,10,80,120,CARD,SUPP_C,Electrical,Lucy,0
20241013-0036,2024-10-13 17:29:19,ELX12,Light Bulb 60W,10,80,120,MPESA,SUPP_C,Electrical,John,0
20241013-0037,2024-10-13 15:16:00,NLS123,1/2 inch Nail Box,9,120,150,CARD,SUPP_B,Fasteners,John,10
20241013-0038,2024-10-13 08:09:23,PAI500,Premium Paint 5L,9,1200,1500,CASH,SUPP_D,Paints,Peter,0
20241013-0039,2024-10-13 16:27:14,PLY200,2x1 Timber (2m),7,300,350,MPESA,SUPP_A,Timber,Mary,0
20241013-0040,2024-10-13 14:33:09,NLS123,1/2 inch Nail Box,9,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Peter,0
20241013-0041,2024-10-13 10:46:16,BRU100,Hard Bristle Brush,1,180,250,BANK_TRANSFER,SUPP_D,Decor,Mary,0
20241013-0042,2024-10-13 17:36:46,ELX12,Light Bulb 60W,3,80,120,MPESA,SUPP_C,Electrical,Lucy,10
20241013-0043,2024-10-13 11:19:47,CEM001,20kg Cement Bag,4,450,500,MPESA,SUPP_A,Building Materials,Peter,0
20241013-0044,2024-10-13 12:01:34,PAI500,Premium Paint 5L,10,1200,1500,CARD,SUPP_D,Paints,Peter,0
20241013-0045,2024-10-13 09:51:59,NLS123,1/2 inch Nail Box,-6,120,150,CARD,SUPP_B,Fasteners,Mary,0
20241013-0046,2024-10-13 11:02:47,CEM001,20kg Cement Bag,1,450,500,BANK_TRANSFER,SUPP_A,Building Materials,Mary,0
20241013-0047,2024-10-13 09:08:04,GLV010,Construction Gloves,8,50,80,CARD,SUPP_B,Safety,Lucy,0
20241013-0048,2024-10-13 08:42:20,BRU100,Hard Bristle Brush,6,180,250,MPESA,SUPP_D,Decor,John,0
20241013-0049,2024-10-13 09:58:49,ELX12,Light Bulb 60W,7,80,120,MPESA,SUPP_C,Electrical,John,0
20241013-0050,2024-10-13 17:09:50,PAI500,Premium Paint 5L,2,1200,1500,CARD,SUPP_D,Paints,Lucy,0
20241013-0051,2024-10-13 09:34:43,GLV010,Construction Gloves,9,50,80,MPESA,SUPP_B,Safety,Peter,0
20241013-0052,2024-10-13 09:57:38,CEM001,20kg Cement Bag,3,450,500,CARD,SUPP_A,Building Materials,Mary,0
20241013-0053,2024-10-13 14:41:51,NLS123,1/2 inch Nail Box,1,120,150,CARD,SUPP_B,Fasteners,Lucy,10
20241013-0054,2024-10-13 09:59:54,PLY200,2x1 Timber (2m),6,300,350,CARD,SUPP_A,Timber,Mary,0
20241013-0055,2024-10-13 10:05:21,TIN012,Thin Nails Bundle,2,90,120,MPESA,SUPP_B,Fasteners,Mary,0
20241013-0056,2024-10-13 15:16:08,NLS123,1/2 inch Nail Box,3,120,150,CARD,SUPP_B,Fasteners,Peter,0
20241013-0057,2024-10-13 17:17:00,PAI500,Premium Paint 5L,6,1200,1500,CARD,SUPP_D,Paints,Lucy,10
20241013-0058,2024-10-13 14:33:50,TIN012,Thin Nails Bundle,1,90,120,MPESA,SUPP_B,Fasteners,Lucy,0
20241013-0059,2024-10-13 15:29:36,ELX12,Light Bulb 60W,3,80,120,MPESA,SUPP_C,Electrical,John,0
20241013-0060,2024-10-13 10:24:45,GLV010,Construction Gloves,3,50,80,MPESA,SUPP_B,Safety,Peter,0
20241013-0061,2024-10-13 14:18:31,TOOL01,Hammer 16oz,5,400,550,MPESA,SUPP_E,Tools,Mary,10
20241013-0062,2024-10-13 14:06:49,TOOL01,Hammer 16oz,2,400,550,CARD,SUPP_E,Tools,John,0
20241013-0063,2024-10-13 11:45:25,PLY200,2x1 Timber (2m),6,300,350,BANK_TRANSFER,SUPP_A,Timber,Lucy,0
20241013-0064,2024-10-13 13:59:50,NLS123,1/2 inch Nail Box,3,120,150,CARD,SUPP_B,Fasteners,Lucy,0
20241013-0065,2024-10-13 15:42:11,CEM001,20kg Cement Bag,2,450,500,MPESA,SUPP_A,Building Materials,Peter,0
