transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241020-0000,2024-10-20 17:04:35,TIN012,Thin Nails Bundle,4,90,120,CARD,SUPP_B,Fasteners,John,10
20241020-0001,2024-10-20 12:59:50,TOOL01,Hammer 16oz,4,400,550,BANK_TRANSFER,SUPP_E,Tools,Mary,5
20241020-0002,2024-10-20 08:55:40,CEM001,20kg Cement Bag,6,450,500,CARD,SUPP_A,Building Materials,Peter,10
20241020-0003,2024-10-20 08:35:46,CEM001,20kg Cement Bag,-8,450,500,MPESA,SUPP_A,Building Materials,Mary,0
20241020-0004,2024-10-20 15:29:04,NLS123,1/2 inch Nail Box,5,120,150,CARD,SUPP_B,Fasteners,John,0
20241020-0005,2024-10-20 12:28:18,BRU100,Hard Bristle Brush,2,180,250,MPESA,SUPP_D,Decor,John,5
20241020-0006,2024-10-20 10:02:42,ELX12,Light Bulb 60W,9,80,120,CARD,SUPP_C,Electrical,Peter,0
20241020-0007,2024-10-20 16:14:06,TOOL01,Hammer 16oz,1,400,550,MPESA,SUPP_E,Tools,Mary,5
20241020-0008,2024-10-20 11:33:23,TOOL01,Hammer 16oz,7,400,550,CASH,SUPP_E,Tools,Mary,0
20241020-0009,2024-10-20 16:13:30,NLS123,1/2 inch Nail Box,7,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Peter,0
20241020-0010,2024-10-20 11:45:54,TOOL01,Hammer 16oz,5,400,550,CASH,SUPP_E,Tools,John,5
20241020-0011,2024-10-20 10:30:14,ELX12,Light Bulb 60W,7,80,120,CARD,SUPP_C,Electrical,Mary,10
20241020-0012,2024-10-20 11:11:35,TIN012,Thin Nails Bundle,2,90,120,BANK_TRANSFER,SUPP_B,Fasteners,John,5
20241020-0013,2024-10-20 12:09:51,GLV010,Construction Gloves,-1,50,80,MPESA,SUPP_B,Safety,Lucy,0
20241020-0014,2024-10-20 11:18:07,CEM001,20kg Cement Bag,10,450,500,CASH,SUPP_A,Building Materials,Peter,10
20241020-0015,2024-10-20 09:16:42,BRU100,Hard Bristle Brush,9,180,250,CARD,SUPP_D,Decor,Lucy,0
20241020-0016,2024-10-20 15:08:43,BRU100,Hard Bristle Brush,1,180,250,CARD,SUPP_D,Decor,Lucy,0
20241020-0017,2024-10-20 10:35:08,PLM001,Plumbing PVC Pipe 1”,10,200,280,MPESA,SUPP_C,Plumbing,Peter,0
20241020-0018,2024-10-20 13:49:52,CEM001,20kg Cement Bag,6,450,500,BANK_TRANSFER,SUPP_A,Building Materials,Mary,5
20241020-0019,2024-10-20 16:29:02,ELX12,Light Bulb 60W,2,80,120,CASH,SUPP_C,Electrical,Mary,10
