transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241011-0000,2024-10-11 16:37:04,TOOL01,Hammer 16oz,2,400,550,CARD,SUPP_E,Tools,Peter,0
20241011-0001,2024-10-11 13:54:09,TOOL01,Hammer 16oz,3,400,550,CARD,SUPP_E,Tools,Mary,0
20241011-0002,2024-10-11 11:13:24,GLV010,Construction Gloves,3,50,80,BANK_TRANSFER,SUPP_B,Safety,Lucy,0
20241011-0003,2024-10-11 10:55:38,BRU100,Hard Bristle Brush,2,180,250,MPESA,SUPP_D,Decor,Mary,10
20241011-0004,2024-10-11 09:23:51,PLM001,Plumbing PVC Pipe 1”,-10,200,280,MPESA,SUPP_C,Plumbing,Lucy,0
20241011-0005,2024-10-11 09:43:42,PLY200,2x1 Timber (2m),10,300,350,CASH,SUPP_A,Timber,Mary,10
20241011-0006,2024-10-11 16:54:41,CEM001,20kg Cement Bag,7,450,500,CARD,SUPP_A,Building Materials,Peter,0
20241011-0007,2024-10-11 13:53:56,TOOL01,Hammer 16oz,4,400,550,BANK_TRANSFER,SUPP_E,Tools,Peter,0
20241011-0008,2024-10-11 15:37:51,PAI500,Premium Paint 5L,9,1200,1500,CASH,SUPP_D,Paints,Peter,10
20241011-0009,2024-10-11 10:44:58,NLS123,1/2 inch Nail Box,3,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Peter,0
20241011-0010,2024-10-11 08:29:46,PLY200,2x1 Timber (2m),1,300,350,CARD,SUPP_A,Timber,Mary,0
20241011-0011,2024-10-11 13:00:16,GLV010,Construction Gloves,6,50,80,BANK_TRANSFER,SUPP_B,Safety,John,5
20241011-0012,2024-10-11 13:03:00,CEM001,20kg Cement Bag,2,450,500,MPESA,SUPP_A,Building Materials,Peter,0
20241011-0013,2024-10-11 11:05:57,PAI500,Premium Paint 5L,9,1200,1500,MPESA,SUPP_D,Paints,Mary,10
20241011-0014,2024-10-11 10:18:06,CEM001,20kg Cement Bag,8,450,500,MPESA,SUPP_A,Building Materials,John,0
20241011-0015,2024-10-11 16:58:29,PLM001,Plumbing PVC Pipe 1”,4,200,280,BANK_TRANSFER,SUPP_C,Plumbing,John,5
20241011-0016,2024-10-11 16:28:08,TIN012,Thin Nails Bundle,5,90,120,CARD,SUPP_B,Fasteners,John,0
20241011-0017,2024-10-11 11:42:15,PAI500,Premium Paint 5L,9,1200,1500,CARD,SUPP_D,Paints,Peter,0
20241011-0018,2024-10-11 12:11:06,PLM001,Plumbing PVC Pipe 1”,5,200,280,BANK_TRANSFER,SUPP_C,Plumbing,John,0
20241011-0019,2024-10-11 16:50:48,GLV010,Construction Gloves,4,50,80,BANK_TRANSFER,SUPP_B,Safety,Lucy,10
20241011-0020,2024-10-11 13:46:27,TIN012,Thin Nails Bundle,10,90,120,MPESA,SUPP_B,Fasteners,Mary,0
