transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241003-0000,2024-10-03 09:16:11,NLS123,1/2 inch Nail Box,5,120,150,CARD,SUPP_B,Fasteners,Peter,0
20241003-0001,2024-10-03 13:06:06,NLS123,1/2 inch Nail Box,6,120,150,CARD,SUPP_B,Fasteners,Peter,0
20241003-0002,2024-10-03 14:30:45,BRU100,Hard Bristle Brush,1,180,250,CASH,SUPP_D,Decor,Mary,0
20241003-0003,2024-10-03 14:20:07,NLS123,1/2 inch Nail Box,1,120,150,CARD,SUPP_B,Fasteners,Mary,10
20241003-0004,2024-10-03 13:17:03,PLM001,Plumbing PVC Pipe 1”,2,200,280,BANK_TRANSFER,SUPP_C,Plumbing,Lucy,0
20241003-0005,2024-10-03 13:35:21,BRU100,Hard Bristle Brush,5,180,250,CASH,SUPP_D,Decor,Mary,5
20241003-0006,2024-10-03 15:13:16,NLS123,1/2 inch Nail Box,1,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Lucy,0
20241003-0007,2024-10-03 08:20:52,ELX12,Light Bulb 60W,5,80,120,CARD,SUPP_C,Electrical,Mary,5
20241003-0008,2024-10-03 17:55:47,NLS123,1/2 inch Nail Box,3,120,150,CARD,SUPP_B,Fasteners,Lucy,0
20241003-0009,2024-10-03 15:13:39,TIN012,Thin Nails Bundle,4,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Mary,0
20241003-0010,2024-10-03 11:09:26,PAI500,Premium Paint 5L,5,1200,1500,CASH,SUPP_D,Paints,Mary,5
20241003-0011,2024-10-03 08:18:36,PLY200,2x1 Timber (2m),9,300,350,CARD,SUPP_A,Timber,Mary,0
20241003-0012,2024-10-03 15:20:20,GLV010,Construction Gloves,4,50,80,CARD,SUPP_B,Safety,John,5
20241003-0013,2024-10-03 16:30:16,TIN012,Thin Nails Bundle,5,90,120,MPESA,SUPP_B,Fasteners,Lucy,0
20241003-0014,2024-10-03 08:54:35,ELX12,Light Bulb 60W,7,80,120,CASH,SUPP_C,Electrical,Mary,10
20241003-0015,2024-10-03 11:56:43,PLM001,Plumbing PVC Pipe 1”,3,200,280,CASH,SUPP_C,Plumbing,Lucy,5
20241003-0016,2024-10-03 16:21:55,GLV010,Construction Gloves,9,50,80,CASH,SUPP_B,Safety,John,0
20241003-0017,2024-10-03 10:29:57,NLS123,1/2 inch Nail Box,5,120,150,CARD,SUPP_B,Fasteners,Peter,0
20241003-0018,2024-10-03 08:18:31,PLM001,Plumbing PVC Pipe 1”,5,200,280,BANK_TRANSFER,SUPP_C,Plumbing,Lucy,0
20241003-0019,2024-10-03 11:04:56,NLS123,1/2 inch Nail Box,9,120,150,CARD,SUPP_B,Fasteners,Peter,10
20241003-0020,2024-10-03 15:12:57,BRU100,Hard Bristle Brush,2,180,250,CARD,SUPP_D,Decor,Mary,0
20241003-0021,2024-10-03 14:46:31,BRU100,Hard Bristle Brush,8,180,250,MPESA,SUPP_D,Decor,Lucy,0
20241003-0022,2024-10-03 12:31:40,PLY200,2x1 Timber (2m),8,300,350,CASH,SUPP_A,Timber,John,0
20241003-0023,2024-10-03 16:35:49,ELX12,Light Bulb 60W,8,80,120,BANK_TRANSFER,SUPP_C,Electrical,Mary,10
20241003-0024,2024-10-03 09:37:59,PLM001,Plumbing PVC Pipe 1”,4,200,280,BANK_TRANSFER,SUPP_C,Plumbing,John,5
20241003-0025,2024-10-03 16:35:37,PLY200,2x1 Timber (2m),6,300,350,BANK_TRANSFER,SUPP_A,Timber,Mary,5
20241003-0026,2024-10-03 13:03:55,TOOL01,Hammer 16oz,5,400,550,CASH,SUPP_E,Tools,Mary,5
20241003-0027,2024-10-03 14:03:56,NLS123,1/2 inch Nail Box,3,120,150,MPESA,SUPP_B,Fasteners,Peter,0
20241003-0028,2024-10-03 08:43:41,PAI500,Premium Paint 5L,10,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Peter,0
20241003-0029,2024-10-03 08:02:25,PAI500,Premium Paint 5L,10,1200,1500,MPESA,SUPP_D,Paints,Lucy,0
20241003-0030,2024-10-03 09:33:47,NLS123,1/2 inch Nail Box,5,120,150,CARD,SUPP_B,Fasteners,Mary,0
20241003-0031,2024-10-03 13:48:57,CEM001,20kg Cement Bag,10,450,500,MPESA,SUPP_A,Building Materials,Lucy,10
20241003-0032,2024-10-03 10:52:26,BRU100,Hard Bristle Brush,4,180,250,MPESA,SUPP_D,Decor,Mary,0
20241003-0033,2024-10-03 09:26:26,GLV010,Construction Gloves,5,50,80,CARD,SUPP_B,Safety,John,0
