transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241008-0000,2024-10-08 12:52:04,TIN012,Thin Nails Bundle,4,90,120,CASH,SUPP_B,Fasteners,Peter,0
20241008-0001,2024-10-08 10:28:18,PLM001,Plumbing PVC Pipe 1”,-8,200,280,CARD,SUPP_C,Plumbing,John,0
20241008-0002,2024-10-08 15:57:47,PAI500,Premium Paint 5L,8,1200,1500,CARD,SUPP_D,Paints,Lucy,0
20241008-0003,2024-10-08 12:10:27,NLS123,1/2 inch Nail Box,6,120,150,CARD,SUPP_B,Fasteners,Mary,5
20241008-0004,2024-10-08 16:11:13,NLS123,1/2 inch Nail Box,1,120,150,MPESA,SUPP_B,Fasteners,John,5
20241008-0005,2024-10-08 14:41:09,PLM001,Plumbing PVC Pipe 1”,10,200,280,CASH,SUPP_C,Plumbing,Lucy,5
20241008-0006,2024-10-08 09:58:32,NLS123,1/2 inch Nail Box,3,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Peter,5
20241008-0007,2024-10-08 12:29:03,TIN012,Thin Nails Bundle,4,90,120,CARD,SUPP_B,Fasteners,Peter,0
20241008-0008,2024-10-08 15:54:55,PAI500,Premium Paint 5L,6,1200,1500,CASH,SUPP_D,Paints,Mary,10
20241008-0009,2024-10-08 11:33:51,TIN012,Thin Nails Bundle,4,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Peter,0
20241008-0010,2024-10-08 09:31:53,ELX12,Light Bulb 60W,4,80,120,BANK_TRANSFER,SUPP_C,Electrical,Lucy,5
20241008-0011,2024-10-08 16:16:01,NLS123,1/2 inch Nail Box,2,120,150,BANK_TRANSFER,SUPP_B,Fasteners,John,5
20241008-0012,2024-10-08 17:11:56,PAI500,Premium Paint 5L,6,1200,1500,CARD,SUPP_D,Paints,John,5
20241008-0013,2024-10-08 12:33:44,CEM001,20kg Cement Bag,7,450,500,CASH,SUPP_A,Building Materials,Mary,0
20241008-0014,2024-10-08 16:20:03,PLY200,2x1 Timber (2m),2,300,350,CASH,SUPP_A,Timber,John,0
20241008-0015,2024-10-08 15:33:45,TOOL01,Hammer 16oz,5,400,550,CASH,SUPP_E,Tools,Peter,0
20241008-0016,2024-10-08 08:54:39,ELX12,Light Bulb 60W,5,80,120,BANK_TRANSFER,SUPP_C,Electrical,John,0
20241008-0017,2024-10-08 10:36:39,TOOL01,Hammer 16oz,1,400,550,CARD,SUPP_E,Tools,John,5
20241008-0018,2024-10-08 14:38:52,NLS123,1/2 inch Nail Box,7,120,150,MPESA,SUPP_B,Fasteners,Peter,0
20241008-0019,2024-10-08 08:51:44,ELX12,Light Bulb 60W,3,80,120,CARD,SUPP_C,Electrical,Mary,0
20241008-0020,2024-10-08 12:11:52,PAI500,Premium Paint 5L,2,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Mary,0
20241008-0021,2024-10-08 09:40:41,BRU100,Hard Bristle Brush,4,180,250,BANK_TRANSFER,SUPP_D,Decor,Peter,0
20241008-0022,2024-10-08 14:03:28,NLS123,1/2 inch Nail Box,1,120,150,CARD,SUPP_B,Fasteners,John,5
20241008-0023,2024-10-08 11:23:29,PLM001,Plumbing PVC Pipe 1”,8,200,280,CARD,SUPP_C,Plumbing,Mary,0
20241008-0024,2024-10-08 14:57:49,NLS123,1/2 inch Nail Box,2,120,150,MPESA,SUPP_B,Fasteners,John,0
20241008-0025,2024-10-08 08:37:48,PLY200,2x1 Timber (2m),5,300,350,CASH,SUPP_A,Timber,John,0
20241008-0026,2024-10-08 10:08:07,BRU100,Hard Bristle Brush,4,180,250,CARD,SUPP_D,Decor,Mary,0
20241008-0027,2024-10-08 17:30:09,TIN012,Thin Nails Bundle,8,90,120,BANK_TRANSFER,SUPP_B,Fasteners,John,0
20241008-0028,2024-10-08 10:50:52,TOOL01,Hammer 16oz,3,400,550,CARD,SUPP_E,Tools,Peter,0
20241008-0029,2024-10-08 12:55:32,TIN012,Thin Nails Bundle,6,90,120,CASH,SUPP_B,Fasteners,Mary,0
20241008-0030,2024-10-08 15:05:19,CEM001,20kg Cement Bag,10,450,500,CASH,SUPP_A,Building Materials,Mary,5
20241008-0031,2024-10-08 11:15:14,PLY200,2x1 Timber (2m),8,300,350,CARD,SUPP_A,Timber,John,0
20241008-0032,2024-10-08 13:49:56,TOOL01,Hammer 16oz,1,400,550,CASH,SUPP_E,Tools,John,0
20241008-0033,2024-10-08 12:49:34,NLS123,1/2 inch Nail Box,8,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Lucy,0
20241008-0034,2024-10-08 17:10:35,NLS123,1/2 inch Nail Box,3,120,150,MPESA,SUPP_B,Fasteners,Lucy,0
20241008-0035,2024-10-08 10:44:34,TIN012,Thin Nails Bundle,1,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Peter,5
20241008-0036,2024-10-08 12:50:52,NLS123,1/2 inch Nail Box,1,120,150,BANK_TRANSFER,SUPP_B,Fasteners,John,0
20241008-0037,2024-10-08 09:37:00,ELX12,Light Bulb 60W,9,80,120,MPESA,SUPP_C,Electrical,Mary,5
20241008-0038,2024-10-08 12:53:25,NLS123,1/2 inch Nail Box,7,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Mary,10
20241008-0039,2024-10-08 09:50:56,NLS123,1/2 inch Nail Box,9,120,150,BANK_TRANSFER,SUPP_B,Fasteners,John,5
20241008-0040,2024-10-08 12:41:35,CEM001,20kg Cement Bag,9,450,500,BANK_TRANSFER,SUPP_A,Building Materials,Lucy,0
20241008-0041,2024-10-08 17:55:01,TIN012,Thin Nails Bundle,8,90,120,CASH,SUPP_B,Fasteners,Mary,0
20241008-0042,2024-10-08 08:23:31,BRU100,Hard Bristle Brush,10,180,250,CASH,SUPP_D,Decor,Lucy,10
20241008-0043,2024-10-08 17:11:30,GLV010,Construction Gloves,6,50,80,MPESA,SUPP_B,Safety,Mary,0
20241008-0044,2024-10-08 17:13:29,PLY200,2x1 Timber (2m),5,300,350,MPESA,SUPP_A,Timber,John,5
20241008-0045,2024-10-08 10:20:25,BRU100,Hard Bristle Brush,7,180,250,CASH,SUPP_D,Decor,Peter,0
20241008-0046,2024-10-08 11:26:55,NLS123,1/2 inch Nail Box,-10,120,150,CARD,SUPP_B,Fasteners,Lucy,0
20241008-0047,2024-10-08 17:58:29,PLM001,Plumbing PVC Pipe 1”,4,200,280,CARD,SUPP_C,Plumbing,Peter,0
20241008-0048,2024-10-08 15:28:08,TOOL01,Hammer 16oz,9,400,550,MPESA,SUPP_E,Tools,Mary,5
20241008-0049,2024-10-08 09:51:51,ELX12,Light Bulb 60W,9,80,120,MPESA,SUPP_C,Electrical,Mary,0
20241008-0050,2024-10-08 16:11:03,PLY200,2x1 Timber (2m),5,300,350,CASH,SUPP_A,Timber,Peter,0
20241008-0051,2024-10-08 11:01:46,BRU100,Hard Bristle Brush,5,180,250,BANK_TRANSFER,SUPP_D,Decor,Mary,0
20241008-0052,2024-10-08 17:41:13,NLS123,1/2 inch Nail Box,6,120,150,CASH,SUPP_B,Fasteners,Lucy,0
20241008-0053,2024-10-08 14:26:10,TIN012,Thin Nails Bundle,9,90,120,CARD,SUPP_B,Fasteners,Lucy,0
20241008-0054,2024-10-08 08:39:26,BRU100,Hard Bristle Brush,10,180,250,BANK_TRANSFER,SUPP_D,Decor,Mary,0
20241008-0055,2024-10-08 10:18:57,GLV010,Construction Gloves,2,50,80,BANK_TRANSFER,SUPP_B,Safety,Mary,10
20241008-0056,2024-10-08 12:06:45,PAI500,Premium Paint 5L,5,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Lucy,5
20241008-0057,2024-10-08 10:40:49,CEM001,20kg Cement Bag,6,450,500,CASH,SUPP_A,Building Materials,Peter,0
20241008-0058,2024-10-08 09:19:18,BRU100,Hard Bristle Brush,5,180,250,MPESA,SUPP_D,Decor,Mary,0
20241008-0059,2024-10-08 15:03:20,PAI500,Premium Paint 5L,-9,1200,1500,MPESA,SUPP_D,Paints,Lucy,0
20241008-0060,2024-10-08 09:13:51,PLY200,2x1 Timber (2m),2,300,350,MPESA,SUPP_A,Timber,Lucy,0
20241008-0061,2024-10-08 13:57:17,PLY200,2x1 Timber (2m),4,300,350,BANK_TRANSFER,SUPP_A,Timber,Mary,0
20241008-0062,2024-10-08 17:57:09,ELX12,Light Bulb 60W,6,80,120,CASH,SUPP_C,Electrical,Peter,0
20241008-0063,2024-10-08 09:16:04,TIN012,Thin Nails Bundle,1,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Peter,0
20241008-0064,2024-10-08 14:59:07,PAI500,Premium Paint 5L,5,1200,1500,MPESA,SUPP_D,Paints,Mary,5
20241008-0065,2024-10-08 12:40:12,CEM001,20kg Cement Bag,9,450,500,BANK_TRANSFER,SUPP_A,Building Materials,Peter,0
20241008-0066,2024-10-08 12:32:44,TOOL01,Hammer 16oz,8,400,550,MPESA,SUPP_E,Tools,Mary,0
20241008-0067,2024-10-08 11:17:12,ELX12,Light Bulb 60W,10,80,120,CARD,SUPP_C,Electrical,Lucy,0
20241008-0068,2024-10-08 09:32:06,GLV010,Construction Gloves,4,50,80,MPESA,SUPP_B,Safety,John,0
20241008-0069,2024-10-08 12:25:27,BRU100,Hard Bristle Brush,1,180,250,BANK_TRANSFER,SUPP_D,Decor,John,0
20241008-0070,2024-10-08 10:33:21,TOOL01,Hammer 16oz,10,400,550,CASH,SUPP_E,Tools,Lucy,10
20241008-0071,2024-10-08 10:55:48,PLM001,Plumbing PVC Pipe 1”,2,200,280,CASH,SUPP_C,Plumbing,Mary,5
20241008-0072,2024-10-08 10:10:40,TOOL01,Hammer 16oz,10,400,550,CARD,SUPP_E,Tools,John,5
20241008-0073,2024-10-08 08:58:14,TIN012,Thin Nails Bundle,2,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Lucy,0
20241008-0074,2024-10-08 14:59:07,ELX12,Light Bulb 60W,5,80,120,BANK_TRANSFER,SUPP_C,Electrical,Peter,0
20241008-0075,2024-10-08 17:12:30,PLY200,2x1 Timber (2m),6,300,350,BANK_TRANSFER,SUPP_A,Timber,John,5
20241008-0076,2024-10-08 13:33:47,BRU100,Hard Bristle Brush,10,180,250,CASH,SUPP_D,Decor,Mary,10
20241008-0077,2024-10-08 10:41:39,PLY200,2x1 Timber (2m),6,300,350,CARD,SUPP_A,Timber,Peter,10
20241008-0078,2024-10-08 15:55:15,CEM001,20kg Cement Bag,5,450,500,BANK_TRANSFER,SUPP_A,Building Materials,John,0
20241008-0079,2024-10-08 09:24:33,BRU100,Hard Bristle Brush,10,180,250,MPESA,SUPP_D,Decor,Peter,5
20241008-0080,2024-10-08 08:30:11,TOOL01,Hammer 16oz,8,400,550,BANK_TRANSFER,SUPP_E,Tools,Mary,0
20241008-0081,2024-10-08 12:19:54,TIN012,Thin Nails Bundle,10,90,120,MPESA,SUPP_B,Fasteners,John,10
20241008-0082,2024-10-08 11:12:42,GLV010,Construction Gloves,9,50,80,BANK_TRANSFER,SUPP_B,Safety,Mary,10
20241008-0083,2024-10-08 13:28:27,PAI500,Premium Paint 5L,8,1200,1500,MPESA,SUPP_D,Paints,Peter,0
