transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241017-0000,2024-10-17 17:27:17,PLY200,2x1 Timber (2m),1,300,350,MPESA,SUPP_A,Timber,Peter,0
20241017-0001,2024-10-17 08:56:38,GLV010,Construction Gloves,10,50,80,MPESA,SUPP_B,Safety,Peter,10
20241017-0002,2024-10-17 12:02:44,TOOL01,Hammer 16oz,2,400,550,MPESA,SUPP_E,Tools,Peter,10
20241017-0003,2024-10-17 14:26:12,ELX12,Light Bulb 60W,5,80,120,BANK_TRANSFER,SUPP_C,Electrical,John,0
20241017-0004,2024-10-17 09:06:10,BRU100,Hard Bristle Brush,10,180,250,CARD,SUPP_D,Decor,John,10
20241017-0005,2024-10-17 08:56:23,BRU100,Hard Bristle Brush,6,180,250,CASH,SUPP_D,Decor,Mary,0
20241017-0006,2024-10-17 14:05:42,TIN012,Thin Nails Bundle,5,90,120,CASH,SUPP_B,Fasteners,Mary,5
20241017-0007,2024-10-17 15:44:09,GLV010,Construction Gloves,9,50,80,CASH,SUPP_B,Safety,Peter,0
20241017-0008,2024-10-17 08:26:39,TOOL01,Hammer 16oz,7,400,550,BANK_TRANSFER,SUPP_E,Tools,Lucy,0
20241017-0009,2024-10-17 12:02:26,CEM001,20kg Cement Bag,8,450,500,MPESA,SUPP_A,Building Materials,Lucy,0
20241017-0010,2024-10-17 14:18:23,PAI500,Premium Paint 5L,2,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Mary,0
20241017-0011,2024-10-17 11:14:03,CEM001,20kg Cement Bag,10,450,500,BANK_TRANSFER,SUPP_A,Building Materials,Lucy,10
20241017-0012,2024-10-17 11:36:32,TIN012,Thin Nails Bundle,5,90,120,CARD,SUPP_B,Fasteners,Peter,5
20241017-0013,2024-10-17 12:32:47,CEM001,20kg Cement Bag,5,450,500,CASH,SUPP_A,Building Materials,John,10
20241017-0014,2024-10-17 09:19:55,PLY200,2x1 Timber (2m),9,300,350,CASH,SUPP_A,Timber,Peter,0
20241017-0015,2024-10-17 12:52:39,PLY200,2x1 Timber (2m),3,300,350,BANK_TRANSFER,SUPP_A,Timber,Mary,0
20241017-0016,2024-10-17 09:36:05,PLM001,Plumbing PVC Pipe 1”,5,200,280,BANK_TRANSFER,SUPP_C,Plumbing,Peter,0
20241017-0017,2024-10-17 14:33:51,PLY200,2x1 Timber (2m),2,300,350,CASH,SUPP_A,Timber,Lucy,10
20241017-0018,2024-10-17 15:57:16,TIN012,Thin Nails Bundle,1,90,120,CARD,SUPP_B,Fasteners,Lucy,10
20241017-0019,2024-10-17 14:32:56,ELX12,Light Bulb 60W,1,80,120,MPESA,SUPP_C,Electrical,Mary,10
20241017-0020,2024-10-17 15:06:36,PAI500,Premium Paint 5L,8,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Lucy,5
20241017-0021,2024-10-17 11:19:44,CEM001,20kg Cement Bag,10,450,500,MPESA,SUPP_A,Building Materials,Peter,5
20241017-0022,2024-10-17 09:25:25,TOOL01,Hammer 16oz,9,400,550,MPESA,SUPP_E,Tools,Lucy,0
20241017-0023,2024-10-17 15:22:15,TOOL01,Hammer 16oz,9,400,550,CARD,SUPP_E,Tools,Mary,0
20241017-0024,2024-10-17 15:23:57,GLV010,Construction Gloves,5,50,80,CARD,SUPP_B,Safety,Mary,5
20241017-0025,2024-10-17 13:23:10,TIN012,Thin Nails Bundle,6,90,120,BANK_TRANSFER,SUPP_B,Fasteners,John,5
20241017-0026,2024-10-17 13:14:11,NLS123,1/2 inch Nail Box,4,120,150,CARD,SUPP_B,Fasteners,Mary,5
20241017-0027,2024-10-17 09:31:55,BRU100,Hard Bristle Brush,2,180,250,CASH,SUPP_D,Decor,Peter,10
20241017-0028,2024-10-17 13:42:21,PLM001,Plumbing PVC Pipe 1”,3,200,280,BANK_TRANSFER,SUPP_C,Plumbing,Mary,0
20241017-0029,2024-10-17 11:59:38,PLY200,2x1 Timber (2m),10,300,350,CARD,SUPP_A,Timber,John,5
20241017-0030,2024-10-17 13:04:23,ELX12,Light Bulb 60W,6,80,120,BANK_TRANSFER,SUPP_C,Electrical,Lucy,0
20241017-0031,2024-10-17 09:03:00,PLY200,2x1 Timber (2m),7,300,350,CARD,SUPP_A,Timber,John,5
20241017-0032,2024-10-17 16:48:07,ELX12,Light Bulb 60W,5,80,120,MPESA,SUPP_C,Electrical,Lucy,0
20241017-0033,2024-10-17 14:50:15,NLS123,1/2 inch Nail Box,10,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Mary,0
20241017-0034,2024-10-17 16:13:08,NLS123,1/2 inch Nail Box,7,120,150,MPESA,SUPP_B,Fasteners,Lucy,0
20241017-0035,2024-10-17 08:05:07,PLY200,2x1 Timber (2m),8,300,350,CASH,SUPP_A,Timber,John,0
20241017-0036,2024-10-17 16:31:44,GLV010,Construction Gloves,6,50,80,CARD,SUPP_B,Safety,Mary,0
20241017-0037,2024-10-17 11:45:03,BRU100,Hard Bristle Brush,8,180,250,CASH,SUPP_D,Decor,Mary,10
20241017-0038,2024-10-17 09:39:00,PLY200,2x1 Timber (2m),1,300,350,MPESA,SUPP_A,Timber,Lucy,0
20241017-0039,2024-10-17 15:14:50,PAI500,Premium Paint 5L,7,1200,1500,MPESA,SUPP_D,Paints,Lucy,0
20241017-0040,2024-10-17 10:23:54,TOOL01,Hammer 16oz,8,400,550,CARD,SUPP_E,Tools,Mary,10
20241017-0041,2024-10-17 10:51:49,GLV010,Construction Gloves,6,50,80,BANK_TRANSFER,SUPP_B,Safety,Peter,5
