transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241002-0000,2024-10-02 12:21:37,BRU100,Hard Bristle Brush,9,180,250,BANK_TRANSFER,SUPP_D,Decor,John,10
20241002-0001,2024-10-02 14:06:32,ELX12,Light Bulb 60W,10,80,120,MPESA,SUPP_C,Electrical,John,0
20241002-0002,2024-10-02 15:17:14,ELX12,Light Bulb 60W,4,80,120,BANK_TRANSFER,SUPP_C,Electrical,Peter,10
20241002-0003,2024-10-02 15:42:50,NLS123,1/2 inch Nail Box,6,120,150,MPESA,SUPP_B,Fasteners,Lucy,0
20241002-0004,2024-10-02 16:17:58,CEM001,20kg Cement Bag,10,450,500,CASH,SUPP_A,Building Materials,John,0
20241002-0005,2024-10-02 09:10:53,TIN012,Thin Nails Bundle,10,90,120,CASH,SUPP_B,Fasteners,Mary,0
20241002-0006,2024-10-02 13:49:17,PLM001,Plumbing PVC Pipe 1”,6,200,280,BANK_TRANSFER,SUPP_C,Plumbing,Mary,5
20241002-0007,2024-10-02 11:34:46,PLM001,Plumbing PVC Pipe 1”,7,200,280,CASH,SUPP_C,Plumbing,Peter,0
20241002-0008,2024-10-02 14:18:20,NLS123,1/2 inch Nail Box,8,120,150,CASH,SUPP_B,Fasteners,Lucy,10
20241002-0009,2024-10-02 08:28:56,NLS123,1/2 inch Nail Box,7,120,150,MPESA,SUPP_B,Fasteners,John,5
20241002-0010,2024-10-02 12:57:55,BRU100,Hard Bristle Brush,9,180,250,CARD,SUPP_D,Decor,Mary,0
20241002-0011,2024-10-02 15:44:17,BRU100,Hard Bristle Brush,10,180,250,MPESA,SUPP_D,Decor,Mary,10
20241002-0012,2024-10-02 16:52:27,CEM001,20kg Cement Bag,9,450,500,BANK_TRANSFER,SUPP_A,Building Materials,Peter,0
20241002-0013,2024-10-02 12:05:18,BRU100,Hard Bristle Brush,3,180,250,BANK_TRANSFER,SUPP_D,Decor,John,5
20241002-0014,2024-10-02 12:30:11,PLM001,Plumbing PVC Pipe 1”,6,200,280,CASH,SUPP_C,Plumbing,Lucy,10
20241002-0015,2024-10-02 13:42:11,TIN012,Thin Nails Bundle,7,90,120,CASH,SUPP_B,Fasteners,Lucy,0
20241002-0016,2024-10-02 14:21:12,GLV010,Construction Gloves,10,50,80,CASH,SUPP_B,Safety,Lucy,0
20241002-0017,2024-10-02 17:12:24,CEM001,20kg Cement Bag,7,450,500,BANK_TRANSFER,SUPP_A,Building Materials,Mary,5
