transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241009-0000,2024-10-09 08:28:28,NLS123,1/2 inch Nail Box,9,120,150,CASH,SUPP_B,Fasteners,John,0
20241009-0001,2024-10-09 10:15:01,ELX12,Light Bulb 60W,6,80,120,MPESA,SUPP_C,Electrical,Peter,0
20241009-0002,2024-10-09 10:01:42,PAI500,Premium Paint 5L,10,1200,1500,CASH,SUPP_D,Paints,Peter,10
20241009-0003,2024-10-09 09:13:26,ELX12,Light Bulb 60W,4,80,120,BANK_TRANSFER,SUPP_C,Electrical,Lucy,0
20241009-0004,2024-10-09 10:10:59,ELX12,Light Bulb 60W,8,80,120,BANK_TRANSFER,SUPP_C,Electrical,John,0
20241009-0005,2024-10-09 14:09:50,PLY200,2x1 Timber (2m),1,300,350,CARD,SUPP_A,Timber,John,10
20241009-0006,2024-10-09 09:33:46,PLY200,2x1 Timber (2m),8,300,350,MPESA,SUPP_A,Timber,Lucy,0
20241009-0007,2024-10-09 13:13:16,TOOL01,Hammer 16oz,2,400,550,CARD,SUPP_E,Tools,John,10
20241009-0008,2024-10-09 12:04:37,PLM001,Plumbing PVC Pipe 1”,6,200,280,CASH,SUPP_C,Plumbing,Lucy,5
20241009-0009,2024-10-09 11:58:53,PLM001,Plumbing PVC Pipe 1”,3,200,280,MPESA,SUPP_C,Plumbing,Peter,10
20241009-0010,2024-10-09 13:11:50,NLS123,1/2 inch Nail Box,5,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Mary,0
20241009-0011,2024-10-09 16:17:50,BRU100,Hard Bristle Brush,7,180,250,CASH,SUPP_D,Decor,Lucy,0
20241009-0012,2024-10-09 15:09:48,TIN012,Thin Nails Bundle,9,90,120,MPESA,SUPP_B,Fasteners,Mary,0
20241009-0013,2024-10-09 13:48:20,TIN012,Thin Nails Bundle,9,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Lucy,0
20241009-0014,2024-10-09 14:23:19,NLS123,1/2 inch Nail Box,3,120,150,CARD,SUPP_B,Fasteners,Mary,0
