transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241021-0000,2024-10-21 17:32:38,CEM001,20kg Cement Bag,10,450,500,MPESA,SUPP_A,Building Materials,Mary,0
20241021-0001,2024-10-21 08:43:12,CEM001,20kg Cement Bag,5,450,500,MPESA,SUPP_A,Building Materials,John,10
20241021-0002,2024-10-21 10:23:56,ELX12,Light Bulb 60W,4,80,120,BANK_TRANSFER,SUPP_C,Electrical,Lucy,0
20241021-0003,2024-10-21 13:28:18,ELX12,Light Bulb 60W,4,80,120,CASH,SUPP_C,Electrical,Mary,0
20241021-0004,2024-10-21 13:27:27,BRU100,Hard Bristle Brush,-10,180,250,BANK_TRANSFER,SUPP_D,Decor,Peter,0
20241021-0005,2024-10-21 13:22:59,GLV010,Construction Gloves,7,50,80,CARD,SUPP_B,Safety,John,0
20241021-0006,2024-10-21 13:38:30,PLY200,2x1 Timber (2m),5,300,350,CASH,SUPP_A,Timber,Mary,0
20241021-0007,2024-10-21 14:44:05,NLS123,1/2 inch Nail Box,10,120,150,CARD,SUPP_B,Fasteners,Mary,0
20241021-0008,2024-10-21 11:21:40,BRU100,Hard Bristle Brush,4,180,250,BANK_TRANSFER,SUPP_D,Decor,Peter,0
20241021-0009,2024-10-21 12:56:17,TIN012,Thin Nails Bundle,2,90,120,CARD,SUPP_B,Fasteners,Mary,0
20241021-0010,2024-10-21 12:58:41,TIN012,Thin Nails Bundle,8,90,120,MPESA,SUPP_B,Fasteners,Mary,0
20241021-0011,2024-10-21 15:44:30,PAI500,Premium Paint 5L,3,1200,1500,CARD,SUPP_D,Paints,John,0
20241021-0012,2024-10-21 09:03:54,PLY200,2x1 Timber (2m),10,300,350,BANK_TRANSFER,SUPP_A,Timber,John,0
20241021-0013,2024-10-21 09:47:45,ELX12,Light Bulb 60W,9,80,120,CASH,SUPP_C,Electrical,Lucy,5
20241021-0014,2024-10-21 12:39:56,CEM001,20kg Cement Bag,4,450,500,CASH,SUPP_A,Building Materials,Peter,10
20241021-0015,2024-10-21 16:30:46,NLS123,1/2 inch Nail Box,10,120,150,CARD,SUPP_B,Fasteners,Peter,0
20241021-0016,2024-10-21 12:37:56,TOOL01,Hammer 16oz,4,400,550,CARD,SUPP_E,Tools,Lucy,0
20241021-0017,2024-10-21 09:45:50,PLY200,2x1 Timber (2m),10,300,350,BANK_TRANSFER,SUPP_A,Timber,Lucy,0
20241021-0018,2024-10-21 15:31:05,TOOL01,Hammer 16oz,6,400,550,MPESA,SUPP_E,Tools,John,10
20241021-0019,2024-10-21 17:17:29,TIN012,Thin Nails Bundle,6,90,120,CASH,SUPP_B,Fasteners,Peter,0
20241021-0020,2024-10-21 15:59:52,BRU100,Hard Bristle Brush,8,180,250,MPESA,SUPP_D,Decor,Mary,5
20241021-0021,2024-10-21 13:00:16,BRU100,Hard Bristle Brush,2,180,250,CASH,SUPP_D,Decor,Peter,0
20241021-0022,2024-10-21 08:56:34,ELX12,Light Bulb 60W,1,80,120,MPESA,SUPP_C,Electrical,Lucy,0
20241021-0023,2024-10-21 10:17:38,BRU100,Hard Bristle Brush,10,180,250,CARD,SUPP_D,Decor,Peter,5
20241021-0024,2024-10-21 14:58:44,PAI500,Premium Paint 5L,1,1200,1500,BANK_TRANSFER,SUPP_D,Paints,John,5
20241021-0025,2024-10-21 09:33:04,PAI500,Premium Paint 5L,6,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Lucy,0
20241021-0026,2024-10-21 16:25:29,BRU100,Hard Bristle Brush,9,180,250,MPESA,SUPP_D,Decor,Mary,0
20241021-0027,2024-10-21 17:08:06,TOOL01,Hammer 16oz,1,400,550,CASH,SUPP_E,Tools,Lucy,0
20241021-0028,2024-10-21 10:58:46,PLY200,2x1 Timber (2m),3,300,350,CASH,SUPP_A,Timber,Peter,0
20241021-0029,2024-10-21 08:58:53,PLM001,Plumbing PVC Pipe 1”,5,200,280,BANK_TRANSFER,SUPP_C,Plumbing,Mary,0
20241021-0030,2024-10-21 15:29:12,TIN012,Thin Nails Bundle,8,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Peter,5
20241021-0031,2024-10-21 11:28:31,GLV010,Construction Gloves,1,50,80,CASH,SUPP_B,Safety,Lucy,0
20241021-0032,2024-10-21 15:39:44,PAI500,Premium Paint 5L,1,1200,1500,CARD,SUPP_D,Paints,Mary,10
20241021-0033,2024-10-21 11:50:56,NLS123,1/2 inch Nail Box,4,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Mary,0
20241021-0034,2024-10-21 12:47:30,PAI500,Premium Paint 5L,9,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Lucy,0
20241021-0035,2024-10-21 11:27:05,TIN012,Thin Nails Bundle,-2,90,120,MPESA,SUPP_B,Fasteners,John,0
20241021-0036,2024-10-21 08:59:53,TOOL01,Hammer 16oz,9,400,550,CARD,SUPP_E,Tools,John,0
20241021-0037,2024-10-21 09:12:04,TIN012,Thin Nails Bundle,1,90,120,CARD,SUPP_B,Fasteners,Mary,10
20241021-0038,2024-10-21 11:30:03,PAI500,Premium Paint 5L,2,1200,1500,MPESA,SUPP_D,Paints,Mary,0
20241021-0039,2024-10-21 15:45:10,PLM001,Plumbing PVC Pipe 1”,4,200,280,MPESA,SUPP_C,Plumbing,Lucy,10
20241021-0040,2024-10-21 15:32:51,CEM001,20kg Cement Bag,6,450,500,MPESA,SUPP_A,Building Materials,Mary,0
20241021-0041,2024-10-21 11:51:04,PLM001,Plumbing PVC Pipe 1”,6,200,280,CARD,SUPP_C,Plumbing,Lucy,0
20241021-0042,2024-10-21 09:06:11,PLM001,Plumbing PVC Pipe 1”,3,200,280,CASH,SUPP_C,Plumbing,Mary,0
20241021-0043,2024-10-21 13:28:02,TIN012,Thin Nails Bundle,-1,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Mary,0
20241021-0044,2024-10-21 11:05:05,NLS123,1/2 inch Nail Box,10,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Peter,5
20241021-0045,2024-10-21 10:49:52,TOOL01,Hammer 16oz,2,400,550,CASH,SUPP_E,Tools,Mary,0
20241021-0046,2024-10-21 17:58:29,ELX12,Light Bulb 60W,8,80,120,BANK_TRANSFER,SUPP_C,Electrical,John,5
20241021-0047,2024-10-21 12:00:36,NLS123,1/2 inch Nail Box,8,120,150,BANK_TRANSFER,SUPP_B,Fasteners,John,0
20241021-0048,2024-10-21 08:40:27,ELX12,Light Bulb 60W,6,80,120,CASH,SUPP_C,Electrical,Mary,10
20241021-0049,2024-10-21 12:55:41,NLS123,1/2 inch Nail Box,3,120,150,CASH,SUPP_B,Fasteners,Lucy,0
20241021-0050,2024-10-21 14:15:46,TOOL01,Hammer 16oz,2,400,550,CASH,SUPP_E,Tools,John,10
20241021-0051,2024-10-21 17:14:44,TIN012,Thin Nails Bundle,6,90,120,MPESA,SUPP_B,Fasteners,Lucy,5
20241021-0052,2024-10-21 12:47:35,PAI500,Premium Paint 5L,7,1200,1500,CARD,SUPP_D,Paints,Lucy,0
20241021-0053,2024-10-21 11:45:56,GLV010,Construction Gloves,10,50,80,CASH,SUPP_B,Safety,John,0
20241021-0054,2024-10-21 12:04:07,BRU100,Hard Bristle Brush,7,180,250,BANK_TRANSFER,SUPP_D,Decor,Peter,0
20241021-0055,2024-10-21 13:04:24,CEM001,20kg Cement Bag,1,450,500,CASH,SUPP_A,Building Materials,Mary,0
20241021-0056,2024-10-21 15:52:17,BRU100,Hard Bristle Brush,4,180,250,MPESA,SUPP_D,Decor,Peter,0
20241021-0057,2024-10-21 17:38:24,NLS123,1/2 inch Nail Box,3,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Mary,5
20241021-0058,2024-10-21 17:12:56,CEM001,20kg Cement Bag,4,450,500,CASH,SUPP_A,Building Materials,Lucy,5
20241021-0059,2024-10-21 09:37:05,TOOL01,Hammer 16oz,10,400,550,MPESA,SUPP_E,Tools,John,0
20241021-0060,2024-10-21 10:09:49,NLS123,1/2 inch Nail Box,7,120,150,CARD,SUPP_B,Fasteners,Lucy,0
20241021-0061,2024-10-21 17:50:46,TIN012,Thin Nails Bundle,2,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Lucy,5
20241021-0062,2024-10-21 10:08:35,CEM001,20kg Cement Bag,2,450,500,CARD,SUPP_A,Building Materials,John,5
20241021-0063,2024-10-21 13:35:38,BRU100,Hard Bristle Brush,6,180,250,BANK_TRANSFER,SUPP_D,Decor,Mary,0
20241021-0064,2024-10-21 13:34:25,PAI500,Premium Paint 5L,7,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Peter,0
20241021-0065,2024-10-21 17:39:21,TOOL01,Hammer 16oz,10,400,550,CARD,SUPP_E,Tools,John,5
20241021-0066,2024-10-21 09:17:23,ELX12,Light Bulb 60W,6,80,120,CARD,SUPP_C,Electrical,Peter,5
20241021-0067,2024-10-21 15:14:53,PAI500,Premium Paint 5L,8,1200,1500,MPESA,SUPP_D,Paints,Lucy,5
20241021-0068,2024-10-21 08:18:11,ELX12,Light Bulb 60W,9,80,120,BANK_TRANSFER,SUPP_C,Electrical,Lucy,10
20241021-0069,2024-10-21 17:03:59,PLM001,Plumbing PVC Pipe 1”,7,200,280,CARD,SUPP_C,Plumbing,Peter,10
20241021-0070,2024-10-21 17:39:23,PLM001,Plumbing PVC Pipe 1”,7,200,280,MPESA,SUPP_C,Plumbing,Peter,10
