transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241001-0000,2024-10-01 13:53:19,PLM001,Plumbing PVC Pipe 1”,1,200,280,CASH,SUPP_C,Plumbing,Lucy,0
20241001-0001,2024-10-01 08:06:27,ELX12,Light Bulb 60W,10,80,120,MPESA,SUPP_C,Electrical,Mary,10
20241001-0002,2024-10-01 12:06:06,TIN012,Thin Nails Bundle,4,90,120,CARD,SUPP_B,Fasteners,Mary,10
20241001-0003,2024-10-01 09:42:43,GLV010,Construction Gloves,8,50,80,MPESA,SUPP_B,Safety,Mary,5
20241001-0004,2024-10-01 16:35:21,CEM001,20kg Cement Bag,8,450,500,BANK_TRANSFER,SUPP_A,Building Materials,Peter,0
20241001-0005,2024-10-01 15:10:06,CEM001,20kg Cement Bag,9,450,500,CARD,SUPP_A,Building Materials,Peter,5
20241001-0006,2024-10-01 11:49:24,PLY200,2x1 Timber (2m),9,300,350,BANK_TRANSFER,SUPP_A,Timber,John,5
20241001-0007,2024-10-01 10:08:02,GLV010,Construction Gloves,6,50,80,CASH,SUPP_B,Safety,Peter,5
20241001-0008,2024-10-01 13:12:43,PAI500,Premium Paint 5L,1,1200,1500,CARD,SUPP_D,Paints,Peter,5
20241001-0009,2024-10-01 12:43:03,NLS123,1/2 inch Nail Box,3,120,150,CASH,SUPP_B,Fasteners,Peter,0
20241001-0010,2024-10-01 14:30:37,PAI500,Premium Paint 5L,1,1200,1500,CARD,SUPP_D,Paints,Peter,0
20241001-0011,2024-10-01 16:17:04,NLS123,1/2 inch Nail Box,1,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Mary,0
20241001-0012,2024-10-01 09:37:31,PLY200,2x1 Timber (2m),6,300,350,BANK_TRANSFER,SUPP_A,Timber,Mary,0
20241001-0013,2024-10-01 15:12:43,ELX12,Light Bulb 60W,6,80,120,MPESA,SUPP_C,Electrical,John,0
20241001-0014,2024-10-01 09:21:45,TIN012,Thin Nails Bundle,5,90,120,MPESA,SUPP_B,Fasteners,Lucy,10
20241001-0015,2024-10-01 09:48:18,NLS123,1/2 inch Nail Box,6,120,150,BANK_TRANSFER,SUPP_B,Fasteners,Mary,10
20241001-0016,2024-10-01 11:48:35,BRU100,Hard Bristle Brush,9,180,250,MPESA,SUPP_D,Decor,John,10
20241001-0017,2024-10-01 10:37:55,PLM001,Plumbing PVC Pipe 1”,2,200,280,CARD,SUPP_C,Plumbing,Peter,0
20241001-0018,2024-10-01 08:28:58,TOOL01,Hammer 16oz,9,400,550,CASH,SUPP_E,Tools,Peter,0
20241001-0019,2024-10-01 13:27:08,TIN012,Thin Nails Bundle,7,90,120,CARD,SUPP_B,Fasteners,Peter,5
20241001-0020,2024-10-01 09:56:36,PAI500,Premium Paint 5L,1,1200,1500,MPESA,SUPP_D,Paints,Mary,0
20241001-0021,2024-10-01 09:21:16,GLV010,Construction Gloves,3,50,80,BANK_TRANSFER,SUPP_B,Safety,John,0
20241001-0022,2024-10-01 08:37:39,PLM001,Plumbing PVC Pipe 1”,9,200,280,MPESA,SUPP_C,Plumbing,John,0
20241001-0023,2024-10-01 09:43:35,ELX12,Light Bulb 60W,10,80,120,CARD,SUPP_C,Electrical,Lucy,0
20241001-0024,2024-10-01 17:33:49,PLM001,Plumbing PVC Pipe 1”,5,200,280,CASH,SUPP_C,Plumbing,Mary,5
20241001-0025,2024-10-01 12:08:29,ELX12,Light Bulb 60W,9,80,120,MPESA,SUPP_C,Electrical,Lucy,10
20241001-0026,2024-10-01 15:02:59,PLY200,2x1 Timber (2m),10,300,350,BANK_TRANSFER,SUPP_A,Timber,John,0
20241001-0027,2024-10-01 12:44:55,NLS123,1/2 inch Nail Box,7,120,150,MPESA,SUPP_B,Fasteners,John,0
20241001-0028,2024-10-01 11:06:00,PLY200,2x1 Timber (2m),4,300,350,MPESA,SUPP_A,Timber,Peter,0
20241001-0029,2024-10-01 08:10:50,PLM001,Plumbing PVC Pipe 1”,10,200,280,CASH,SUPP_C,Plumbing,Mary,5
20241001-0030,2024-10-01 08:03:56,PAI500,Premium Paint 5L,1,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Lucy,0
20241001-0031,2024-10-01 09:11:01,PLY200,2x1 Timber (2m),7,300,350,CARD,SUPP_A,Timber,Lucy,0
20241001-0032,2024-10-01 13:24:26,ELX12,Light Bulb 60W,-4,80,120,BANK_TRANSFER,SUPP_C,Electrical,Peter,0
20241001-0033,2024-10-01 08:18:20,TOOL01,Hammer 16oz,9,400,550,CARD,SUPP_E,Tools,Mary,0
20241001-0034,2024-10-01 13:09:54,PAI500,Premium Paint 5L,8,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Lucy,5
