transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241029-0000,2024-10-29 08:32:57,PLY200,2x1 Timber (2m),10,300,350,CASH,SUPP_A,Timber,Mary,10
20241029-0001,2024-10-29 10:20:14,PAI500,Premium Paint 5L,5,1200,1500,CARD,SUPP_D,Paints,Peter,10
20241029-0002,2024-10-29 12:00:30,ELX12,Light Bulb 60W,4,80,120,BANK_TRANSFER,SUPP_C,Electrical,Lucy,0
20241029-0003,2024-10-29 12:36:22,NLS123,1/2 inch Nail Box,5,120,150,CARD,SUPP_B,Fasteners,Mary,0
20241029-0004,2024-10-29 12:59:30,NLS123,1/2 inch Nail Box,6,120,150,MPESA,SUPP_B,Fasteners,Mary,0
20241029-0005,2024-10-29 10:04:01,NLS123,1/2 inch Nail Box,1,120,150,CARD,SUPP_B,Fasteners,Peter,0
20241029-0006,2024-10-29 17:02:41,ELX12,Light Bulb 60W,10,80,120,BANK_TRANSFER,SUPP_C,Electrical,Lucy,0
20241029-0007,2024-10-29 12:54:25,GLV010,Construction Gloves,10,50,80,BANK_TRANSFER,SUPP_B,Safety,Peter,0
20241029-0008,2024-10-29 13:15:14,TIN012,Thin Nails Bundle,5,90,120,MPESA,SUPP_B,Fasteners,Lucy,0
20241029-0009,2024-10-29 15:14:54,PLY200,2x1 Timber (2m),2,300,350,MPESA,SUPP_A,Timber,Peter,0
20241029-0010,2024-10-29 16:35:21,TIN012,Thin Nails Bundle,5,90,120,CARD,SUPP_B,Fasteners,Lucy,0
20241029-0011,2024-10-29 09:34:03,TOOL01,Hammer 16oz,7,400,550,CARD,SUPP_E,Tools,Peter,0
20241029-0012,2024-10-29 17:51:59,TIN012,Thin Nails Bundle,1,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Mary,0
20241029-0013,2024-10-29 17:06:38,TOOL01,Hammer 16oz,10,400,550,MPESA,SUPP_E,Tools,Mary,10
20241029-0014,2024-10-29 08:33:11,PLY200,2x1 Timber (2m),10,300,350,BANK_TRANSFER,SUPP_A,Timber,Mary,0
20241029-0015,2024-10-29 09:03:47,TIN012,Thin Nails Bundle,7,90,120,BANK_TRANSFER,SUPP_B,Fasteners,John,0
20241029-0016,2024-10-29 14:25:17,GLV010,Construction Gloves,1,50,80,MPESA,SUPP_B,Safety,John,0
20241029-0017,2024-10-29 09:11:15,CEM001,20kg Cement Bag,5,450,500,CARD,SUPP_A,Building Materials,John,10
20241029-0018,2024-10-29 10:54:01,CEM001,20kg Cement Bag,4,450,500,CASH,SUPP_A,Building Materials,Peter,0
20241029-0019,2024-10-29 14:09:01,TOOL01,Hammer 16oz,4,400,550,MPESA,SUPP_E,Tools,Peter,0
20241029-0020,2024-10-29 11:00:42,NLS123,1/2 inch Nail Box,6,120,150,MPESA,SUPP_B,Fasteners,Lucy,0
20241029-0021,2024-10-29 08:12:10,CEM001,20kg Cement Bag,7,450,500,CASH,SUPP_A,Building Materials,Lucy,0
20241029-0022,2024-10-29 10:46:42,PAI500,Premium Paint 5L,8,1200,1500,MPESA,SUPP_D,Paints,Lucy,0
20241029-0023,2024-10-29 17:22:18,TIN012,Thin Nails Bundle,2,90,120,CASH,SUPP_B,Fasteners,Peter,10
20241029-0024,2024-10-29 09:20:22,PAI500,Premium Paint 5L,8,1200,1500,MPESA,SUPP_D,Paints,Peter,10
20241029-0025,2024-10-29 11:40:01,PAI500,Premium Paint 5L,10,1200,1500,CASH,SUPP_D,Paints,Mary,0
20241029-0026,2024-10-29 10:14:13,ELX12,Light Bulb 60W,8,80,120,CARD,SUPP_C,Electrical,Lucy,0
20241029-0027,2024-10-29 08:42:18,PAI500,Premium Paint 5L,2,1200,1500,CARD,SUPP_D,Paints,Mary,0
20241029-0028,2024-10-29 12:05:36,BRU100,Hard Bristle Brush,4,180,250,CASH,SUPP_D,Decor,Peter,0
20241029-0029,2024-10-29 14:59:54,ELX12,Light Bulb 60W,1,80,120,CARD,SUPP_C,Electrical,Peter,0
20241029-0030,2024-10-29 17:00:39,NLS123,1/2 inch Nail Box,9,120,150,CARD,SUPP_B,Fasteners,Peter,0
20241029-0031,2024-10-29 09:22:34,GLV010,Construction Gloves,2,50,80,CARD,SUPP_B,Safety,Lucy,0
20241029-0032,2024-10-29 09:30:59,PAI500,Premium Paint 5L,7,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Peter,0
20241029-0033,2024-10-29 12:41:11,TOOL01,Hammer 16oz,5,400,550,BANK_TRANSFER,SUPP_E,Tools,Lucy,10
20241029-0034,2024-10-29 14:04:25,PAI500,Premium Paint 5L,3,1200,1500,CARD,SUPP_D,Paints,Lucy,10
20241029-0035,2024-10-29 15:55:19,CEM001,20kg Cement Bag,2,450,500,MPESA,SUPP_A,Building Materials,Peter,0
20241029-0036,2024-10-29 13:58:34,PLM001,Plumbing PVC Pipe 1”,8,200,280,MPESA,SUPP_C,Plumbing,Mary,5
20241029-0037,2024-10-29 14:03:58,ELX12,Light Bulb 60W,7,80,120,BANK_TRANSFER,SUPP_C,Electrical,Mary,10
20241029-0038,2024-10-29 11:34:41,PLM001,Plumbing PVC Pipe 1”,3,200,280,CASH,SUPP_C,Plumbing,Mary,5
20241029-0039,2024-10-29 08:39:04,CEM001,20kg Cement Bag,6,450,500,BANK_TRANSFER,SUPP_A,Building Materials,Peter,0
20241029-0040,2024-10-29 11:22:57,BRU100,Hard Bristle Brush,2,180,250,CARD,SUPP_D,Decor,John,0
20241029-0041,2024-10-29 17:55:48,CEM001,20kg Cement Bag,8,450,500,MPESA,SUPP_A,Building Materials,Mary,0
20241029-0042,2024-10-29 10:01:32,PLY200,2x1 Timber (2m),7,300,350,MPESA,SUPP_A,Timber,Lucy,0
20241029-0043,2024-10-29 09:00:57,GLV010,Construction Gloves,1,50,80,CARD,SUPP_B,Safety,Mary,10
20241029-0044,2024-10-29 08:25:53,TOOL01,Hammer 16oz,8,400,550,BANK_TRANSFER,SUPP_E,Tools,Mary,10
20241029-0045,2024-10-29 13:11:00,ELX12,Light Bulb 60W,10,80,120,CARD,SUPP_C,Electrical,Mary,10
20241029-0046,2024-10-29 13:32:38,TOOL01,Hammer 16oz,3,400,550,MPESA,SUPP_E,Tools,Mary,5
20241029-0047,2024-10-29 13:45:59,BRU100,Hard Bristle Brush,3,180,250,CARD,SUPP_D,Decor,Lucy,10
20241029-0048,2024-10-29 17:53:26,PLM001,Plumbing PVC Pipe 1”,1,200,280,CASH,SUPP_C,Plumbing,Mary,0
20241029-0049,2024-10-29 08:57:25,TOOL01,Hammer 16oz,7,400,550,BANK_TRANSFER,SUPP_E,Tools,John,5
20241029-0050,2024-10-29 14:35:09,ELX12,Light Bulb 60W,2,80,120,BANK_TRANSFER,SUPP_C,Electrical,John,5
20241029-0051,2024-10-29 17:35:04,PLY200,2x1 Timber (2m),9,300,350,CARD,SUPP_A,Timber,Lucy,0
20241029-0052,2024-10-29 15:02:07,BRU100,Hard Bristle Brush,10,180,250,MPESA,SUPP_D,Decor,Lucy,0
20241029-0053,2024-10-29 08:19:10,NLS123,1/2 inch Nail Box,1,120,150,CARD,SUPP_B,Fasteners,Mary,0
20241029-0054,2024-10-29 16:15:34,CEM001,20kg Cement Bag,8,450,500,CASH,SUPP_A,Building Materials,John,0
20241029-0055,2024-10-29 16:07:57,NLS123,1/2 inch Nail Box,10,120,150,CARD,SUPP_B,Fasteners,Mary,5
20241029-0056,2024-10-29 12:45:26,BRU100,Hard Bristle Brush,3,180,250,MPESA,SUPP_D,Decor,Lucy,5
20241029-0057,2024-10-29 10:44:36,CEM001,20kg Cement Bag,7,450,500,CARD,SUPP_A,Building Materials,Lucy,0
20241029-0058,2024-10-29 16:56:17,NLS123,1/2 inch Nail Box,5,120,150,MPESA,SUPP_B,Fasteners,Lucy,10
20241029-0059,2024-10-29 12:42:45,TIN012,Thin Nails Bundle,8,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Mary,0
20241029-0060,2024-10-29 12:44:22,CEM001,20kg Cement Bag,8,450,500,CASH,SUPP_A,Building Materials,Mary,0
