transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241026-0000,2024-10-26 12:02:05,TIN012,Thin Nails Bundle,9,90,120,MPESA,SUPP_B,Fasteners,Mary,0
20241026-0001,2024-10-26 17:08:36,GLV010,Construction Gloves,6,50,80,MPESA,SUPP_B,Safety,Lucy,0
20241026-0002,2024-10-26 15:30:47,TOOL01,Hammer 16oz,6,400,550,BANK_TRANSFER,SUPP_E,Tools,Lucy,0
20241026-0003,2024-10-26 15:46:56,PAI500,Premium Paint 5L,3,1200,1500,CASH,SUPP_D,Paints,Peter,0
20241026-0004,2024-10-26 14:18:39,GLV010,Construction Gloves,1,50,80,MPESA,SUPP_B,Safety,Peter,0
20241026-0005,2024-10-26 11:15:03,ELX12,Light Bulb 60W,8,80,120,MPESA,SUPP_C,Electrical,Lucy,0
20241026-0006,2024-10-26 17:26:38,PAI500,Premium Paint 5L,1,1200,1500,CASH,SUPP_D,Paints,Mary,5
20241026-0007,2024-10-26 13:26:16,PLM001,Plumbing PVC Pipe 1”,9,200,280,CASH,SUPP_C,Plumbing,Mary,0
20241026-0008,2024-10-26 10:31:12,TIN012,Thin Nails Bundle,9,90,120,MPESA,SUPP_B,Fasteners,John,5
20241026-0009,2024-10-26 09:14:13,TIN012,Thin Nails Bundle,10,90,120,MPESA,SUPP_B,Fasteners,John,0
20241026-0010,2024-10-26 15:38:55,PLY200,2x1 Timber (2m),7,300,350,MPESA,SUPP_A,Timber,Peter,0
20241026-0011,2024-10-26 15:06:21,PLM001,Plumbing PVC Pipe 1”,8,200,280,BANK_TRANSFER,SUPP_C,Plumbing,Mary,0
20241026-0012,2024-10-26 08:26:35,CEM001,20kg Cement Bag,5,450,500,MPESA,SUPP_A,Building Materials,Lucy,0
20241026-0013,2024-10-26 10:53:48,PLY200,2x1 Timber (2m),7,300,350,BANK_TRANSFER,SUPP_A,Timber,Lucy,10
20241026-0014,2024-10-26 09:23:52,TOOL01,Hammer 16oz,5,400,550,BANK_TRANSFER,SUPP_E,Tools,John,0
20241026-0015,2024-10-26 17:35:14,NLS123,1/2 inch Nail Box,-2,120,150,BANK_TRANSFER,SUPP_B,Fasteners,John,0
20241026-0016,2024-10-26 13:28:21,PAI500,Premium Paint 5L,10,1200,1500,CARD,SUPP_D,Paints,John,5
20241026-0017,2024-10-26 12:37:50,TOOL01,Hammer 16oz,1,400,550,CASH,SUPP_E,Tools,Peter,10
20241026-0018,2024-10-26 11:42:50,CEM001,20kg Cement Bag,6,450,500,CASH,SUPP_A,Building Materials,John,0
20241026-0019,2024-10-26 15:52:52,PAI500,Premium Paint 5L,4,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Lucy,0
20241026-0020,2024-10-26 10:26:20,ELX12,Light Bulb 60W,8,80,120,MPESA,SUPP_C,Electrical,John,0
20241026-0021,2024-10-26 16:58:28,PLY200,2x1 Timber (2m),4,300,350,MPESA,SUPP_A,Timber,John,0
20241026-0022,2024-10-26 14:58:26,NLS123,1/2 inch Nail Box,2,120,150,CARD,SUPP_B,Fasteners,Peter,0
20241026-0023,2024-10-26 15:25:37,PAI500,Premium Paint 5L,2,1200,1500,CARD,SUPP_D,Paints,Peter,0
20241026-0024,2024-10-26 10:00:43,CEM001,20kg Cement Bag,3,450,500,MPESA,SUPP_A,Building Materials,John,0
20241026-0025,2024-10-26 12:01:52,PLM001,Plumbing PVC Pipe 1”,3,200,280,CASH,SUPP_C,Plumbing,Lucy,0
20241026-0026,2024-10-26 12:49:13,ELX12,Light Bulb 60W,5,80,120,CARD,SUPP_C,Electrical,Lucy,0
20241026-0027,2024-10-26 14:37:21,PLY200,2x1 Timber (2m),4,300,350,CARD,SUPP_A,Timber,John,0
20241026-0028,2024-10-26 17:02:53,PLY200,2x1 Timber (2m),2,300,350,CARD,SUPP_A,Timber,John,0
20241026-0029,2024-10-26 08:11:35,GLV010,Construction Gloves,6,50,80,CARD,SUPP_B,Safety,Mary,10
20241026-0030,2024-10-26 12:33:22,TIN012,Thin Nails Bundle,3,90,120,MPESA,SUPP_B,Fasteners,Mary,10
20241026-0031,2024-10-26 13:05:49,NLS123,1/2 inch Nail Box,8,120,150,CARD,SUPP_B,Fasteners,Mary,10
20241026-0032,2024-10-26 16:26:21,BRU100,Hard Bristle Brush,7,180,250,CARD,SUPP_D,Decor,John,10
20241026-0033,2024-10-26 16:49:14,NLS123,1/2 inch Nail Box,1,120,150,CARD,SUPP_B,Fasteners,Mary,0
20241026-0034,2024-10-26 16:30:25,GLV010,Construction Gloves,7,50,80,CARD,SUPP_B,Safety,Peter,0
20241026-0035,2024-10-26 16:23:58,ELX12,Light Bulb 60W,3,80,120,CARD,SUPP_C,Electrical,Mary,0
20241026-0036,2024-10-26 12:11:50,BRU100,Hard Bristle Brush,4,180,250,MPESA,SUPP_D,Decor,John,0
20241026-0037,2024-10-26 11:14:05,TIN012,Thin Nails Bundle,5,90,120,MPESA,SUPP_B,Fasteners,Peter,10
20241026-0038,2024-10-26 14:59:53,BRU100,Hard Bristle Brush,7,180,250,MPESA,SUPP_D,Decor,John,0
20241026-0039,2024-10-26 15:59:03,NLS123,1/2 inch Nail Box,9,120,150,CARD,SUPP_B,Fasteners,John,0
20241026-0040,2024-10-26 17:11:28,PAI500,Premium Paint 5L,9,1200,1500,BANK_TRANSFER,SUPP_D,Paints,Peter,0
20241026-0041,2024-10-26 14:47:44,NLS123,1/2 inch Nail Box,6,120,150,CASH,SUPP_B,Fasteners,Lucy,5
20241026-0042,2024-10-26 11:20:47,BRU100,Hard Bristle Brush,6,180,250,MPESA,SUPP_D,Decor,John,0
20241026-0043,2024-10-26 09:27:18,GLV010,Construction Gloves,7,50,80,CARD,SUPP_B,Safety,Peter,5
20241026-0044,2024-10-26 11:37:34,PLY200,2x1 Timber (2m),6,300,350,CARD,SUPP_A,Timber,John,0
20241026-0045,2024-10-26 12:24:27,GLV010,Construction Gloves,6,50,80,CARD,SUPP_B,Safety,Lucy,10
20241026-0046,2024-10-26 13:54:33,TIN012,Thin Nails Bundle,6,90,120,BANK_TRANSFER,SUPP_B,Fasteners,Lucy,5
20241026-0047,2024-10-26 14:38:17,TOOL01,Hammer 16oz,8,400,550,MPESA,SUPP_E,Tools,Lucy,0
20241026-0048,2024-10-26 08:15:43,ELX12,Light Bulb 60W,5,80,120,MPESA,SUPP_C,Electrical,Mary,10
20241026-0049,2024-10-26 09:00:14,CEM001,20kg Cement Bag,1,450,500,CASH,SUPP_A,Building Materials,Peter,5
20241026-0050,2024-10-26 14:27:21,BRU100,Hard Bristle Brush,10,180,250,MPESA,SUPP_D,Decor,John,0
20241026-0051,2024-10-26 17:37:08,BRU100,Hard Bristle Brush,6,180,250,CASH,SUPP_D,Decor,Mary,0
20241026-0052,2024-10-26 16:35:18,PLM001,Plumbing PVC Pipe 1”,8,200,280,MPESA,SUPP_C,Plumbing,Mary,0
20241026-0053,2024-10-26 10:27:26,PAI500,Premium Paint 5L,6,1200,1500,CARD,SUPP_D,Paints,Peter,0
20241026-0054,2024-10-26 09:06:48,ELX12,Light Bulb 60W,3,80,120,BANK_TRANSFER,SUPP_C,Electrical,Lucy,5
20241026-0055,2024-10-26 13:43:13,ELX12,Light Bulb 60W,7,80,120,MPESA,SUPP_C,Electrical,Peter,0
20241026-0056,2024-10-26 15:03:12,GLV010,Construction Gloves,10,50,80,CASH,SUPP_B,Safety,Peter,0
20241026-0057,2024-10-26 12:23:44,TOOL01,Hammer 16oz,2,400,550,CASH,SUPP_E,Tools,Peter,10
