transaction_id,date,sku,product_name,quantity,unit_cost,unit_price,payment_method,supplier,category,employee,discount
20241005-0000,2024-10-05 15:16:26,PLM001,Plumbing PVC Pipe 1”,5,200,280,MPESA,SUPP_C,Plumbing,Peter,0
20241005-0001,2024-10-05 11:24:40,BRU100,Hard Bristle Brush,1,180,250,MPESA,SUPP_D,Decor,Mary,0
20241005-0002,2024-10-05 11:33:45,GLV010,Construction Gloves,10,50,80,BANK_TRANSFER,SUPP_B,Safety,Peter,10
20241005-0003,2024-10-05 11:07:40,PAI500,Premium Paint 5L,6,1200,1500,CASH,SUPP_D,Paints,Mary,0
20241005-0004,2024-10-05 15:00:26,PAI500,Premium Paint 5L,5,1200,1500,CASH,SUPP_D,Paints,Mary,5
20241005-0005,2024-10-05 12:18:21,PLM001,Plumbing PVC Pipe 1”,5,200,280,CASH,SUPP_C,Plumbing,Lucy,0
20241005-0006,2024-10-05 12:17:52,PLY200,2x1 Timber (2m),2,300,350,BANK_TRANSFER,SUPP_A,Timber,John,0
20241005-0007,2024-10-05 08:44:37,NLS123,1/2 inch Nail Box,5,120,150,CARD,SUPP_B,Fasteners,Lucy,0
20241005-0008,2024-10-05 15:18:01,GLV010,Construction Gloves,2,50,80,MPESA,SUPP_B,Safety,John,0
20241005-0009,2024-10-05 12:30:36,PLY200,2x1 Timber (2m),2,300,350,CARD,SUPP_A,Timber,Mary,10
20241005-0010,2024-10-05 11:50:54,GLV010,Construction Gloves,1,50,80,MPESA,SUPP_B,Safety,Lucy,0
20241005-0011,2024-10-05 16:18:13,GLV010,Construction Gloves,9,50,80,CARD,SUPP_B,Safety,Peter,0
20241005-0012,2024-10-05 09:43:07,BRU100,Hard Bristle Brush,8,180,250,MPESA,SUPP_D,Decor,Peter,10
20241005-0013,2024-10-05 13:48:13,BRU100,Hard Bristle Brush,4,180,250,MPESA,SUPP_D,Decor,Peter,5
20241005-0014,2024-10-05 16:47:38,PLY200,2x1 Timber (2m),3,300,350,CASH,SUPP_A,Timber,Peter,0
20241005-0015,2024-10-05 15:08:51,NLS123,1/2 inch Nail Box,7,120,150,CASH,SUPP_B,Fasteners,Mary,0
20241005-0016,2024-10-05 09:11:17,TIN012,Thin Nails Bundle,3,90,120,CARD,SUPP_B,Fasteners,John,10
20241005-0017,2024-10-05 10:41:06,NLS123,1/2 inch Nail Box,5,120,150,CASH,SUPP_B,Fasteners,John,0
20241005-0018,2024-10-05 10:05:31,NLS123,1/2 inch Nail Box,-3,120,150,MPESA,SUPP_B,Fasteners,John,0
20241005-0019,2024-10-05 13:48:31,GLV010,Construction Gloves,3,50,80,BANK_TRANSFER,SUPP_B,Safety,John,0
20241005-0020,2024-10-05 16:23:12,GLV010,Construction Gloves,3,50,80,CASH,SUPP_B,Safety,John,0
20241005-0021,2024-10-05 11:53:36,ELX12,Light Bulb 60W,4,80,120,MPESA,SUPP_C,Electrical,Mary,0
20241005-0022,2024-10-05 12:03:00,CEM001,20kg Cement Bag,5,450,500,MPESA,SUPP_A,Building Materials,Mary,10
20241005-0023,2024-10-05 08:33:21,ELX12,Light Bulb 60W,3,80,120,MPESA,SUPP_C,Electrical,Peter,0
20241005-0024,2024-10-05 15:35:53,ELX12,Light Bulb 60W,9,80,120,CARD,SUPP_C,Electrical,Mary,0
20241005-0025,2024-10-05 13:02:48,PAI500,Premium Paint 5L,2,1200,1500,BANK_TRANSFER,SUPP_D,Paints,John,0
20241005-0026,2024-10-05 11:21:50,TIN012,Thin Nails Bundle,4,90,120,CARD,SUPP_B,Fasteners,Peter,0
20241005-0027,2024-10-05 09:31:58,CEM001,20kg Cement Bag,3,450,500,CARD,SUPP_A,Building Materials,John,0
20241005-0028,2024-10-05 16:46:43,PLY200,2x1 Timber (2m),4,300,350,CARD,SUPP_A,Timber,Lucy,0
20241005-0029,2024-10-05 17:07:37,BRU100,Hard Bristle Brush,7,180,250,MPESA,SUPP_D,Decor,John,5
20241005-0030,2024-10-05 10:04:06,CEM001,20kg Cement Bag,9,450,500,CARD,SUPP_A,Building Materials,Peter,0
20241005-0031,2024-10-05 15:02:11,PLM001,Plumbing PVC Pipe 1”,3,200,280,BANK_TRANSFER,SUPP_C,Plumbing,Lucy,0
20241005-0032,2024-10-05 15:39:09,NLS123,1/2 inch Nail Box,4,120,150,CASH,SUPP_B,Fasteners,Mary,0
20241005-0033,2024-10-05 17:44:51,PLM001,Plumbing PVC Pipe 1”,3,200,280,CARD,SUPP_C,Plumbing,Mary,0
20241005-0034,2024-10-05 16:50:34,GLV010,Construction Gloves,4,50,80,MPESA,SUPP_B,Safety,John,0
